transaction_id,customer_id,store_id,employee_id,transaction_date,total_amount,payment_id
136,657,3,50,2022-08-06,5797.7699999999995,136
137,947,6,199,2022-03-21,33339.15,137
138,484,10,118,2022-11-12,12891.61,138
139,170,16,89,2022-12-31,141.51,139
140,60,10,3,2022-10-23,8285.01,140
141,937,20,96,2022-07-05,5425.02,141
142,794,9,60,2022-11-07,77.24,142
143,251,4,53,2022-11-21,8061.320000000001,143
144,613,20,197,2022-01-17,23597.82,144
145,52,14,188,2022-04-10,0.0,145
146,741,13,43,2022-06-29,21884.84,146
147,96,11,47,2022-01-25,7445.509999999999,147
148,479,13,29,2022-09-02,8984.779999999999,148
149,563,15,53,2022-05-15,28965.34,149
150,635,1,82,2022-05-04,40217.17,150
151,161,17,49,2022-08-09,30570.79,151
152,288,1,176,2022-02-02,320.88,152
153,301,9,118,2022-11-12,417.38,153
154,526,19,88,2022-01-10,1200.65,154
155,74,4,139,2022-05-01,14001.240000000002,155
156,261,3,119,2022-03-29,2000.16,156
157,47,15,57,2022-05-14,26508.85,157
158,439,13,99,2022-01-29,11662.96,158
159,784,14,3,2022-02-15,12146.320000000002,159
160,452,11,124,2022-04-07,24577.260000000002,160
161,596,3,156,2022-08-15,11283.289999999999,161
162,419,20,139,2022-09-10,4432.700000000001,162
163,259,13,130,2022-04-22,0.0,163
164,957,17,182,2022-07-22,30122.829999999998,164
165,795,5,115,2022-03-16,51032.4,165
166,500,11,84,2022-05-23,9442.44,166
167,311,1,126,2022-09-01,14518.0,167
168,163,6,114,2022-01-19,0.0,168
169,496,5,172,2022-07-06,135.51999999999998,169
170,844,6,48,2022-01-12,92.88,170
171,122,6,105,2022-08-25,10523.330000000002,171
172,377,16,25,2022-11-15,11296.5,172
173,954,5,132,2022-05-06,3598.4,173
174,273,6,128,2022-07-19,54135.8,174
175,360,4,107,2022-01-26,0.0,175
176,354,11,95,2022-10-18,57650.64,176
177,948,5,112,2022-12-17,0.0,177
178,678,6,168,2022-12-26,30808.5,178
179,281,5,177,2022-10-20,0.0,179
180,308,1,72,2022-09-10,40409.07,180
181,410,15,49,2022-03-23,3012.4,181
182,527,20,116,2022-11-27,0.0,182
183,317,4,144,2022-05-03,0.0,183
184,44,3,140,2022-11-21,57922.52,184
185,65,13,151,2022-09-03,0.0,185
186,681,13,36,2022-10-11,0.0,186
187,234,13,150,2022-01-21,13227.230000000001,187
188,354,20,43,2022-02-27,387.83000000000004,188
189,937,16,80,2022-06-18,38.62,189
190,812,19,43,2022-05-16,5140.4,190
191,692,15,68,2022-09-18,6745.4800000000005,191
192,435,18,71,2022-06-18,353.16999999999996,192
193,157,3,74,2022-03-11,33170.439999999995,193
194,443,11,59,2022-07-15,9064.62,194
195,363,13,90,2022-09-08,208.0,195
196,597,9,186,2022-07-18,6133.92,196
197,685,8,41,2022-04-26,26105.77,197
198,553,9,199,2022-05-17,616.3599999999999,198
199,925,20,14,2022-09-26,22252.04,199
200,475,6,91,2022-11-08,6386.0599999999995,200
201,235,10,43,2022-03-12,266.92,201
202,692,16,71,2022-09-22,51937.780000000006,202
203,238,17,101,2022-05-21,6183.240000000001,203
204,499,5,104,2022-02-01,0.0,204
205,453,7,12,2022-01-17,39154.12,205
206,445,6,33,2022-04-29,0.0,206
207,788,3,148,2022-07-17,44936.73999999999,207
208,726,11,38,2022-07-24,6369.839999999999,208
209,539,1,22,2022-08-11,0.0,209
210,888,11,9,2022-09-10,40897.77,210
211,70,19,145,2022-07-08,642.3399999999999,211
212,472,10,53,2022-07-29,9574.130000000001,212
213,369,9,134,2022-05-20,0.0,213
214,395,11,15,2022-12-04,4979.87,214
215,362,2,21,2022-10-06,36043.670000000006,215
216,894,7,96,2022-08-25,0.0,216
217,372,7,166,2022-12-10,3309.5399999999995,217
218,790,5,115,2022-09-04,2254.0,218
219,137,19,147,2022-04-16,44398.380000000005,219
220,42,10,70,2022-03-04,0.0,220
221,584,4,65,2022-11-17,41844.5,221
222,42,10,65,2022-08-15,834.76,222
223,730,8,167,2022-12-05,33864.67,223
224,408,10,132,2022-07-03,0.0,224
225,192,19,162,2022-06-04,342.97999999999996,225
226,319,10,110,2022-06-03,41309.35999999999,226
227,990,14,156,2022-09-25,5694.92,227
228,769,3,74,2022-05-07,292.66999999999996,228
229,89,3,70,2022-09-24,5320.7699999999995,229
230,964,6,58,2022-12-21,14365.0,230
231,994,3,93,2022-10-21,22436.379999999997,231
232,939,1,134,2022-11-09,12371.529999999999,232
233,340,4,74,2022-03-18,2491.7599999999998,233
234,981,13,81,2022-08-05,29264.39,234
235,604,18,141,2022-10-01,7018.0700000000015,235
236,977,10,82,2022-09-09,26956.1,236
237,775,5,16,2022-01-11,2367.6,237
238,648,5,139,2022-08-01,2580.7,238
239,840,6,120,2022-04-29,23905.600000000002,239
240,996,16,146,2022-02-17,18469.71,240
241,329,18,135,2022-04-16,0.0,241
242,305,17,56,2022-09-09,19315.2,242
243,787,12,5,2022-01-13,6583.870000000001,243
244,758,11,86,2022-07-08,12463.519999999999,244
245,814,6,83,2022-07-31,0.0,245
246,4,8,93,2022-08-24,262.92999999999995,246
247,65,6,177,2022-12-19,107.10000000000001,247
248,97,1,85,2022-10-11,9871.619999999999,248
249,542,10,116,2022-02-06,64677.25,249
250,865,2,40,2022-11-02,36878.6,250
251,659,12,15,2022-09-03,7644.14,251
252,576,17,175,2022-07-23,28410.239999999998,252
253,244,18,68,2022-05-28,26630.36,253
254,84,17,88,2022-01-18,6512.85,254
255,40,15,30,2022-07-22,12342.119999999999,255
256,513,10,95,2022-03-12,52364.09,256
257,615,9,71,2022-10-12,12271.339999999997,257
258,373,19,105,2022-12-26,45.53,258
259,534,9,49,2022-03-30,0.0,259
260,519,12,73,2022-10-19,0.0,260
261,653,20,15,2022-07-19,10923.859999999997,261
262,773,8,158,2022-03-11,43829.59,262
263,979,12,29,2022-07-17,14768.199999999999,263
264,794,20,91,2022-04-09,22174.109999999997,264
265,5,20,154,2022-01-04,21549.39,265
266,813,13,100,2022-01-17,0.0,266
267,46,14,115,2022-01-22,12234.710000000001,267
268,100,3,183,2022-12-14,11975.57,268
269,814,2,136,2022-06-03,0.0,269
270,388,10,113,2022-05-02,29064.199999999997,270
271,744,14,121,2022-06-21,26697.200000000004,271
272,753,12,153,2022-11-16,0.0,272
273,998,15,158,2022-03-06,16901.829999999998,273
274,551,11,23,2022-07-18,20843.47,274
275,546,10,8,2022-05-27,26810.209999999995,275
276,666,5,5,2022-12-17,23232.99,276
277,870,16,151,2022-04-29,30646.679999999997,277
278,63,17,105,2022-06-19,0.0,278
279,288,17,142,2022-02-14,28485.0,279
280,276,4,158,2022-09-08,15662.360000000002,280
281,647,11,165,2022-04-03,1356.1799999999998,281
282,611,2,36,2022-08-08,4878.48,282
283,786,12,16,2022-10-23,25212.709999999995,283
284,657,1,58,2022-10-23,1086.96,284
285,74,12,148,2022-01-19,8881.31,285
286,750,20,111,2022-04-23,39580.490000000005,286
287,712,15,116,2022-01-26,1500.1200000000001,287
288,960,16,180,2022-05-10,15827.699999999999,288
289,432,13,54,2022-01-26,39.13,289
290,655,13,196,2022-05-14,27199.969999999998,290
291,69,16,61,2022-08-06,29746.96,291
292,691,15,50,2022-03-06,9718.800000000001,292
293,490,5,163,2022-12-19,0.0,293
294,443,10,178,2022-12-13,0.0,294
295,3,5,156,2022-10-13,0.0,295
296,859,4,190,2022-06-05,292.66999999999996,296
297,923,12,149,2022-03-29,45456.74,297
298,730,15,178,2022-12-27,13515.9,298
299,649,8,155,2022-02-11,19171.07,299
300,953,18,142,2022-02-17,33713.63,300
301,598,2,85,2022-07-18,14953.12,301
302,416,17,166,2022-05-16,616.3599999999999,302
303,574,9,78,2022-11-01,29322.47,303
304,581,5,2,2022-02-04,15916.659999999998,304
305,74,2,158,2022-12-07,82536.74,305
306,592,19,188,2022-03-20,22987.739999999994,306
307,654,17,98,2022-08-11,2378.1,307
308,611,6,29,2022-02-04,10296.619999999999,308
309,261,9,76,2022-02-16,31932.149999999998,309
310,260,11,109,2022-01-15,23229.440000000002,310
311,168,12,5,2022-05-29,0.0,311
312,204,10,171,2022-07-28,33628.530000000006,312
313,868,7,143,2022-04-10,45017.280000000006,313
314,689,8,29,2022-12-09,33749.7,314
315,873,6,160,2022-04-20,72561.58,315
316,333,1,135,2022-08-30,20778.46,316
317,247,8,51,2022-05-14,15012.580000000002,317
318,871,17,82,2022-08-26,37333.4,318
319,99,1,124,2022-10-04,1645.2000000000003,319
320,515,12,12,2022-04-03,4216.24,320
321,685,2,145,2022-05-28,3608.64,321
322,160,8,24,2022-10-27,7571.460000000001,322
323,378,13,189,2022-01-25,10821.630000000001,323
324,613,18,13,2022-06-28,36360.26,324
325,88,2,108,2022-03-26,8200.39,325
326,132,4,132,2022-09-04,44730.280000000006,326
327,602,10,36,2022-05-29,34991.17,327
328,827,7,63,2022-08-17,436.2,328
329,237,9,87,2022-08-18,59736.100000000006,329
330,754,6,68,2022-09-07,0.0,330
331,982,16,196,2022-08-10,0.0,331
332,983,17,95,2022-07-19,31203.010000000006,332
333,236,6,48,2022-12-06,27101.339999999997,333
334,503,9,87,2022-06-14,15884.97,334
335,73,19,147,2022-08-19,6142.9800000000005,335
336,456,2,74,2022-08-10,10892.8,336
337,66,14,175,2022-01-23,38101.17,337
338,595,18,18,2022-08-25,5015.639999999999,338
339,18,10,152,2022-07-18,0.0,339
340,691,4,48,2022-11-08,11859.53,340
341,137,7,191,2022-01-07,12560.96,341
342,699,12,56,2022-07-15,6888.16,342
343,384,7,135,2022-10-29,0.0,343
344,746,9,117,2022-08-31,19157.070000000003,344
345,568,20,182,2022-03-10,22467.120000000003,345
346,334,19,39,2022-12-16,0.0,346
347,951,12,40,2022-03-08,0.0,347
348,523,15,118,2022-05-05,8541.88,348
349,622,11,103,2022-01-17,20554.940000000002,349
350,374,13,134,2022-02-03,11896.740000000002,350
351,254,5,199,2022-06-17,16462.34,351
352,714,16,91,2022-01-24,34258.19,352
353,872,2,94,2022-03-13,7556.8200000000015,353
354,561,6,200,2022-05-31,13133.92,354
355,706,6,83,2022-07-09,9837.73,355
356,168,4,152,2022-11-03,0.0,356
357,939,8,64,2022-03-22,259.25,357
358,894,15,71,2022-03-19,42000.27,358
359,70,19,177,2022-02-26,0.0,359
360,968,6,187,2022-07-09,0.0,360
361,600,15,53,2022-02-17,6751.8,361
362,815,1,5,2022-10-09,43252.479999999996,362
363,106,8,71,2022-11-23,4422.5,363
364,633,9,100,2022-05-12,36849.27,364
365,563,11,128,2022-03-19,45659.11,365
366,410,10,182,2022-11-01,3665.1999999999994,366
367,109,2,6,2022-01-09,25848.96,367
368,368,15,157,2022-07-01,273.44999999999993,368
369,879,15,14,2022-05-30,48082.09,369
370,884,15,39,2022-11-01,5917.2300000000005,370
371,509,4,87,2022-03-21,11667.02,371
372,533,1,99,2022-06-16,48165.37,372
373,933,7,2,2022-05-09,0.0,373
374,478,19,168,2022-01-02,23379.359999999997,374
375,291,7,62,2022-08-13,9042.11,375
376,51,2,38,2022-10-18,27644.46,376
377,975,18,74,2022-12-17,18604.58,377
378,218,17,76,2022-11-08,50924.39000000001,378
379,770,1,151,2022-10-10,0.0,379
380,457,16,171,2022-03-07,0.0,380
381,900,19,127,2022-12-06,12710.619999999999,381
382,928,16,107,2022-11-04,46014.90999999999,382
383,157,2,149,2022-06-27,18914.670000000002,383
384,343,12,136,2022-05-01,3220.33,384
385,528,3,150,2022-07-23,0.0,385
386,303,13,146,2022-08-22,47081.65,386
387,913,18,69,2022-03-31,14712.28,387
388,362,2,142,2022-11-13,7118.08,388
389,436,1,197,2022-01-15,56017.829999999994,389
390,447,17,122,2022-06-25,48929.52999999999,390
391,710,15,184,2022-10-03,3354.91,391
392,447,16,189,2022-04-29,0.0,392
393,807,13,161,2022-11-08,0.0,393
394,2,10,141,2022-04-22,51686.63,394
395,788,8,79,2022-09-23,43141.560000000005,395
396,568,2,73,2022-05-21,35991.67,396
397,408,13,156,2022-07-11,97566.62000000001,397
398,977,20,182,2022-03-02,31968.33,398
399,763,5,199,2022-11-25,21861.18,399
400,646,14,32,2022-06-30,4644.61,400
401,352,2,145,2022-05-21,0.0,401
402,454,2,159,2022-08-08,333.87,402
403,474,17,1,2022-10-23,68488.68,403
404,659,17,188,2022-11-24,20213.5,404
405,225,14,192,2022-08-26,0.0,405
406,268,11,50,2022-07-26,29550.609999999993,406
407,52,16,87,2022-11-19,56.56999999999999,407
408,502,5,47,2022-10-29,9783.45,408
409,402,16,4,2022-04-21,32718.27,409
410,464,10,6,2022-01-31,0.0,410
411,717,8,20,2022-05-16,1598.0,411
412,747,9,20,2022-07-15,4791.6,412
413,584,7,170,2022-09-22,441.96000000000004,413
414,309,20,151,2022-05-25,37915.65000000001,414
415,261,8,188,2022-10-01,0.0,415
416,997,3,162,2022-05-31,4054.5200000000004,416
417,237,9,109,2022-03-05,97088.26000000001,417
418,406,14,171,2022-12-12,0.0,418
419,832,1,42,2022-08-28,12659.65,419
420,948,7,93,2022-04-14,5315.52,420
421,812,19,127,2022-09-19,0.0,421
422,179,13,49,2022-06-09,0.0,422
423,883,17,10,2022-01-04,14400.52,423
424,220,3,133,2022-07-19,98215.84,424
425,408,18,134,2022-02-11,0.0,425
426,678,19,178,2022-05-06,0.0,426
427,999,5,50,2022-10-02,27551.159999999996,427
428,437,1,53,2022-11-18,4196.650000000001,428
429,181,14,64,2022-11-29,0.0,429
430,375,16,2,2022-05-23,36238.060000000005,430
431,451,13,10,2022-10-19,33425.78,431
432,259,20,98,2022-04-07,281.34999999999997,432
433,810,8,22,2022-11-05,8000.17,433
434,262,19,117,2022-07-14,48267.25,434
435,776,8,139,2022-11-30,38390.99,435
436,973,1,114,2022-09-13,872.4,436
437,819,4,88,2022-06-01,900.5999999999999,437
438,851,5,22,2022-02-24,6619.76,438
439,516,14,52,2022-11-25,47247.56,439
440,385,8,78,2022-05-28,0.0,440
441,945,15,170,2022-05-20,48412.06999999999,441
442,533,8,134,2022-02-16,5975.87,442
443,644,16,69,2022-09-19,60451.770000000004,443
444,364,7,129,2022-12-23,9979.98,444
445,638,2,51,2022-02-06,2359.1000000000004,445
446,698,12,46,2022-10-26,639.2800000000001,446
447,344,10,147,2022-10-08,22352.710000000003,447
448,914,9,86,2022-07-18,52230.62,448
449,618,5,92,2022-11-19,62659.049999999996,449
450,930,12,26,2022-03-16,6274.28,450
451,940,6,2,2022-03-17,44877.899999999994,451
452,662,19,105,2022-11-22,0.0,452
453,109,19,45,2022-02-18,0.0,453
454,610,19,153,2022-04-12,26592.519999999997,454
455,42,8,94,2022-04-01,25615.47,455
456,57,1,65,2022-08-30,2764.16,456
457,954,12,118,2022-09-06,30993.99,457
458,215,13,6,2022-08-09,14437.91,458
459,569,11,74,2022-09-13,15564.800000000003,459
460,978,4,157,2022-05-26,52383.61,460
461,850,4,177,2022-02-10,8142.909999999999,461
462,994,6,92,2022-10-14,7369.18,462
463,73,7,53,2022-11-30,0.0,463
464,963,2,181,2022-02-09,54698.14,464
465,808,19,35,2022-12-09,5361.4,465
466,254,13,160,2022-01-04,330.48,466
467,645,12,57,2022-10-06,11026.89,467
468,225,10,175,2022-06-25,70002.44,468
469,363,18,47,2022-03-17,45968.1,469
470,425,12,52,2022-08-16,13148.8,470
471,42,13,75,2022-11-13,14591.630000000001,471
472,436,16,32,2022-06-19,165.78,472
473,499,16,94,2022-04-25,32809.64,473
474,105,14,54,2022-09-11,17852.87,474
475,906,13,25,2022-12-22,5971.830000000001,475
476,424,10,150,2022-06-13,20965.14,476
477,912,20,187,2022-05-01,43829.520000000004,477
478,64,8,164,2022-08-19,0.0,478
479,5,8,64,2022-12-08,14889.21,479
480,913,15,70,2022-03-29,29685.44,480
481,196,19,9,2022-12-14,29790.25,481
482,267,13,29,2022-05-17,5356.620000000001,482
483,932,6,5,2022-12-06,13632.839999999998,483
484,19,7,146,2022-11-12,0.0,484
485,111,13,41,2022-02-09,11821.23,485
486,95,10,88,2022-12-22,9168.239999999998,486
487,480,19,26,2022-12-22,5716.83,487
488,496,10,40,2022-10-01,10311.820000000002,488
489,180,18,172,2022-08-15,1653.3500000000001,489
490,985,7,191,2022-03-25,16178.21,490
491,450,17,140,2022-02-04,1759.9400000000003,491
492,89,16,23,2022-08-09,1193.6799999999998,492
493,94,2,11,2022-11-01,14667.84,493
494,510,11,69,2022-06-03,840.4,494
495,137,14,109,2022-07-27,0.0,495
496,408,15,75,2022-09-11,24601.399999999998,496
497,509,14,46,2022-07-17,32093.789999999997,497
498,811,14,39,2022-07-16,12410.529999999999,498
499,829,8,39,2022-04-29,44357.21,499
500,558,2,134,2022-04-23,2034.9,500
501,815,7,49,2022-11-03,185.76,501
502,202,18,179,2022-03-31,7984.25,502
503,628,11,160,2022-03-04,10952.26,503
504,527,20,85,2022-10-25,26799.190000000002,504
505,383,20,87,2022-08-31,40984.35,505
506,107,3,20,2022-04-10,11401.56,506
507,602,7,46,2022-10-13,21046.2,507
508,594,2,70,2022-03-22,13747.539999999999,508
509,809,20,96,2022-06-30,56083.32,509
510,922,13,137,2022-09-11,14031.669999999998,510
511,702,20,144,2022-01-18,18971.489999999998,511
512,456,17,129,2022-07-27,10163.5,512
513,444,3,53,2022-12-07,17166.91,513
514,728,7,64,2022-03-16,22068.899999999998,514
515,718,18,199,2022-10-03,18035.08,515
516,460,7,163,2022-11-19,7500.48,516
517,968,5,79,2022-12-20,0.0,517
518,737,16,24,2022-12-27,10755.95,518
519,474,9,135,2022-09-30,25167.439999999995,519
520,96,18,172,2022-12-19,514.24,520
521,706,6,81,2022-06-02,2005.08,521
522,181,16,54,2022-05-30,0.0,522
523,734,13,88,2022-11-11,8040.879999999999,523
524,759,20,132,2022-11-08,20527.82,524
525,481,15,150,2022-11-30,22650.510000000002,525
526,727,16,185,2022-09-28,785.92,526
527,702,17,16,2022-07-03,4786.0,527
528,53,1,164,2022-09-21,29493.340000000004,528
529,256,15,85,2022-04-04,2917.25,529
530,639,10,93,2022-12-03,0.0,530
531,305,18,143,2022-01-30,21981.329999999998,531
532,20,12,18,2022-06-30,65131.729999999996,532
533,200,13,125,2022-02-05,0.0,533
534,32,1,22,2022-06-28,19845.0,534
535,32,6,152,2022-01-19,26900.46,535
536,296,9,173,2022-12-10,20433.059999999998,536
537,262,16,114,2022-12-04,23441.399999999998,537
538,218,7,144,2022-01-30,54328.7,538
539,565,4,168,2022-03-25,8943.439999999999,539
540,178,7,111,2022-03-10,273.44999999999993,540
541,113,11,183,2022-03-09,42075.07,541
542,383,11,2,2022-05-31,34273.14,542
543,230,13,15,2022-01-01,2115.2,543
544,311,17,197,2022-12-29,277.78,544
545,531,7,169,2022-05-11,108954.66,545
546,292,14,9,2022-01-19,54472.49,546
547,468,17,70,2022-11-17,49187.43,547
548,273,2,140,2022-02-02,41158.51999999999,548
549,118,2,166,2022-09-05,533.12,549
550,616,6,70,2022-08-20,42368.73,550
551,297,16,151,2022-05-29,4117.900000000001,551
552,669,15,91,2022-08-23,21214.0,552
553,443,1,141,2022-01-01,11486.090000000002,553
554,963,15,179,2022-08-14,28263.59,554
555,498,1,182,2022-06-19,281.85999999999996,555
556,961,7,105,2022-07-14,13222.0,556
557,93,14,14,2022-08-04,2506.6,557
558,230,6,188,2022-12-09,28994.489999999994,558
559,959,20,188,2022-07-17,44176.079999999994,559
560,917,9,47,2022-01-09,20719.549999999996,560
561,669,16,54,2022-06-26,15954.12,561
562,54,10,42,2022-04-04,0.0,562
563,72,13,82,2022-08-18,21518.090000000004,563
564,684,18,19,2022-04-19,6351.459999999999,564
565,987,15,70,2022-03-18,583.6800000000001,565
566,216,20,156,2022-10-29,0.0,566
567,771,2,80,2022-06-08,18925.85,567
568,58,13,33,2022-05-06,0.0,568
569,198,15,60,2022-09-14,49365.55000000001,569
570,370,13,199,2022-06-11,27466.579999999998,570
571,347,2,194,2022-04-27,2259.96,571
572,239,14,111,2022-04-05,58545.33,572
573,491,6,116,2022-01-22,0.0,573
574,801,19,23,2022-08-14,729.6,574
575,107,14,143,2022-08-19,12896.72,575
576,761,15,108,2022-03-01,0.0,576
577,202,13,40,2022-05-31,14988.529999999999,577
578,173,2,167,2022-08-03,0.0,578
579,600,16,71,2022-07-12,761.88,579
580,433,12,58,2022-12-31,0.0,580
581,769,17,19,2022-01-10,0.0,581
582,936,7,3,2022-09-14,2642.57,582
583,290,9,179,2022-07-12,1267.68,583
584,831,20,76,2022-03-13,79038.68,584
585,14,6,22,2022-10-09,16142.400000000001,585
586,193,6,105,2022-07-21,0.0,586
587,831,14,10,2022-05-10,271.35999999999996,587
588,946,11,59,2022-08-13,15576.400000000001,588
589,286,13,40,2022-10-05,0.0,589
590,405,1,55,2022-02-26,1044.19,590
591,310,10,168,2022-04-13,0.0,591
592,521,20,158,2022-12-22,6364.200000000001,592
593,34,9,145,2022-08-26,38407.159999999996,593
594,928,14,174,2022-06-04,588.9300000000001,594
595,832,20,35,2022-08-28,0.0,595
596,72,14,92,2022-04-26,26656.08,596
597,337,10,62,2022-05-02,240.05,597
598,597,4,144,2022-08-10,7682.93,598
599,96,20,23,2022-08-08,0.0,599
600,726,3,10,2022-01-14,12813.06,600
601,586,7,8,2022-02-26,14739.89,601
602,233,14,117,2022-12-01,1776.6000000000001,602
603,191,3,190,2022-08-23,0.0,603
604,867,3,107,2022-03-31,16362.200000000003,604
605,575,1,26,2022-01-21,1369.5600000000002,605
606,205,5,94,2022-10-21,32953.64000000001,606
607,75,2,143,2022-03-11,4515.3,607
608,830,20,164,2022-07-06,356.22,608
