inventory_id,store_id,product_id,quantity,last_updated
209,10,43,0,2022-06-15
210,1,98,39,2022-02-23
211,10,78,0,2022-09-19
212,9,26,0,2022-12-10
213,11,269,0,2022-05-10
214,12,410,0,2022-12-10
215,12,471,0,2022-03-27
216,18,323,0,2022-09-05
217,14,458,0,2022-03-14
218,18,335,0,2022-11-18
219,18,212,0,2022-06-19
220,20,277,0,2022-09-12
221,20,368,0,2022-11-27
222,14,265,0,2022-09-21
223,4,316,0,2022-10-02
224,19,358,0,2022-06-18
225,20,219,0,2022-09-16
226,12,30,0,2022-06-24
227,6,117,64,2022-04-20
228,12,269,45,2022-10-28
229,2,452,0,2022-04-11
230,6,340,60,2022-07-28
231,12,17,0,2022-06-29
232,10,97,0,2022-07-03
233,1,267,0,2022-10-26
234,6,485,59,2022-11-01
235,10,233,0,2022-10-15
236,10,79,0,2022-09-25
237,2,29,0,2022-07-09
238,18,319,80,2022-06-18
239,14,22,0,2022-09-28
240,8,296,0,2022-05-12
241,1,22,0,2022-02-16
242,6,306,0,2022-08-09
243,9,393,0,2022-05-12
244,7,487,0,2022-06-10
245,15,340,0,2022-09-03
246,14,253,0,2022-09-03
247,7,388,0,2022-06-12
248,4,181,0,2022-04-03
249,10,137,0,2022-11-26
250,2,56,0,2022-05-24
251,11,184,0,2022-12-12
252,12,387,0,2022-11-12
253,14,2,0,2022-01-27
254,9,277,0,2022-05-06
255,8,329,0,2022-04-19
256,13,98,92,2022-12-11
257,5,373,0,2022-11-04
258,4,292,56,2022-11-26
259,10,323,0,2022-08-07
260,2,314,0,2022-07-28
261,16,331,0,2022-12-28
262,5,200,0,2022-09-23
263,5,96,0,2022-03-11
264,11,354,0,2022-08-01
265,2,263,0,2022-11-16
266,14,482,0,2022-05-31
267,5,266,0,2022-06-14
268,14,151,0,2022-03-19
269,11,311,0,2022-01-04
270,12,370,6,2022-11-12
271,3,37,45,2022-02-20
272,11,126,0,2022-09-17
273,14,16,0,2022-04-11
274,17,430,0,2022-03-21
275,10,412,0,2022-08-31
276,14,374,0,2022-08-05
277,13,87,29,2022-04-06
278,13,116,0,2022-06-12
279,16,261,42,2022-02-19
280,19,198,0,2022-06-14
281,10,6,1,2022-07-11
282,18,221,0,2022-08-14
283,13,327,0,2022-10-29
284,10,453,0,2022-10-11
285,11,496,0,2022-07-16
286,14,3,0,2022-08-30
287,14,1,16,2022-10-02
288,12,470,79,2022-03-14
289,5,151,0,2022-08-13
290,7,277,0,2022-11-05
291,20,325,0,2022-01-31
292,10,225,60,2022-09-14
293,7,269,0,2022-01-06
294,4,403,0,2022-03-10
295,10,490,0,2022-04-18
296,18,164,0,2022-03-08
297,14,65,0,2022-06-11
298,11,68,0,2022-05-23
299,8,421,0,2022-05-24
300,16,57,0,2022-01-27
301,7,310,0,2022-05-10
302,8,186,0,2022-06-08
303,7,122,0,2022-06-24
304,7,68,0,2022-08-11
305,17,244,0,2022-08-23
306,19,499,94,2022-11-19
307,11,123,0,2022-06-29
308,19,169,14,2022-05-27
309,16,8,24,2022-05-10
310,10,61,0,2022-11-14
311,5,495,0,2022-06-04
312,19,407,0,2022-07-19
313,11,240,56,2022-07-04
314,13,362,0,2022-12-21
315,4,486,0,2022-11-15
316,17,415,0,2022-01-19
317,4,88,0,2022-04-28
318,13,492,0,2022-08-08
319,9,342,0,2022-01-26
320,9,73,0,2022-06-12
321,6,245,22,2022-10-22
322,5,310,0,2022-07-20
323,2,385,0,2022-08-03
324,11,383,0,2022-01-04
325,2,19,0,2022-06-04
326,12,331,0,2022-01-16
327,11,469,0,2022-12-11
328,10,425,0,2022-04-06
329,9,126,0,2022-09-09
330,8,209,0,2022-01-25
331,19,315,0,2022-07-12
332,16,42,0,2022-10-21
333,7,252,0,2022-10-18
334,13,23,0,2022-08-29
335,7,66,0,2022-10-25
336,4,229,0,2022-09-06
337,7,161,0,2022-03-19
338,12,299,0,2022-10-02
339,19,456,0,2022-07-02
340,6,269,0,2022-02-13
341,11,52,0,2022-06-07
342,20,129,0,2022-01-29
343,4,308,0,2022-03-20
344,14,158,0,2022-07-28
345,4,219,0,2022-12-07
346,18,488,0,2022-05-30
347,7,435,0,2022-10-29
348,3,348,0,2022-03-23
349,1,478,0,2022-08-21
350,12,383,0,2022-09-27
351,20,62,0,2022-08-18
352,7,337,0,2022-06-22
353,10,67,0,2022-04-07
354,8,95,0,2022-08-03
355,8,91,0,2022-08-24
356,14,425,0,2022-03-21
357,16,101,0,2022-09-21
358,13,92,0,2022-11-15
359,20,113,0,2022-12-27
360,13,294,0,2022-04-16
361,12,364,0,2022-04-03
362,11,14,0,2022-08-01
363,2,192,0,2022-12-26
364,14,365,0,2022-02-09
365,4,124,0,2022-09-03
366,15,439,0,2022-08-29
367,6,322,0,2022-11-25
368,2,462,0,2022-10-13
369,10,361,0,2022-04-10
370,4,143,0,2022-11-05
371,20,492,0,2022-08-10
372,10,211,0,2022-05-23
373,1,228,2,2022-12-23
374,12,244,0,2022-09-19
375,5,370,0,2022-02-24
376,10,250,0,2022-09-23
377,11,472,95,2022-04-25
378,5,217,0,2022-07-11
379,18,457,0,2022-12-30
380,14,113,0,2022-06-18
381,14,46,0,2022-03-18
382,13,232,0,2022-10-28
383,15,355,0,2022-06-17
384,1,38,0,2022-10-17
385,3,155,0,2022-07-20
386,3,225,0,2022-04-12
387,10,136,0,2022-06-24
388,12,258,0,2022-06-11
389,1,439,0,2022-02-13
390,3,221,0,2022-09-23
391,14,414,73,2022-11-03
392,7,266,62,2022-09-01
393,14,269,58,2022-12-27
394,20,72,0,2022-08-21
395,14,324,0,2022-01-09
396,13,340,90,2022-06-16
397,16,469,0,2022-10-08
398,6,435,0,2022-09-30
399,8,40,0,2022-10-14
400,16,481,0,2022-07-03
401,11,374,0,2022-01-22
402,18,203,0,2022-02-22
403,15,229,0,2022-12-02
404,3,261,0,2022-07-21
405,11,378,0,2022-03-08
406,6,329,0,2022-06-27
407,15,243,0,2022-12-17
408,11,286,0,2022-08-07
409,15,58,66,2022-02-17
410,16,146,0,2022-12-30
411,5,74,22,2022-08-28
412,3,268,0,2022-06-21
413,20,240,26,2022-10-29
414,2,119,0,2022-05-08
415,17,327,0,2022-04-18
416,6,488,0,2022-02-02
417,16,490,0,2022-02-05
418,14,475,0,2022-06-29
419,6,285,0,2022-06-28
420,11,275,0,2022-01-04
421,11,152,0,2022-10-06
422,15,171,28,2022-11-07
423,19,135,0,2022-10-29
424,14,10,12,2022-01-07
425,12,381,0,2022-11-15
426,4,290,0,2022-05-19
427,9,373,0,2022-02-23
428,3,83,0,2022-04-28
429,1,7,0,2022-10-18
430,3,252,0,2022-02-20
431,2,293,49,2022-03-01
432,16,334,0,2022-08-30
433,2,102,0,2022-02-01
434,5,433,0,2022-10-03
435,3,162,0,2022-03-19
436,8,140,0,2022-11-13
437,5,213,0,2022-11-08
438,16,423,0,2022-06-27
439,20,9,0,2022-07-14
440,1,239,13,2022-01-09
441,1,183,0,2022-06-10
442,6,436,0,2022-04-21
443,12,79,0,2022-09-20
444,11,182,0,2022-12-15
445,1,103,0,2022-09-10
446,2,405,0,2022-09-26
447,17,143,0,2022-12-14
448,1,112,0,2022-05-29
449,4,349,0,2022-10-17
450,6,430,0,2022-11-03
451,8,260,0,2022-03-04
452,2,224,90,2022-06-04
453,9,207,0,2022-06-04
454,20,445,61,2022-05-09
455,11,319,0,2022-03-17
456,2,400,0,2022-10-09
457,6,5,0,2022-10-18
458,19,243,0,2022-04-01
459,17,229,0,2022-02-01
460,4,285,8,2022-05-05
461,2,323,0,2022-10-13
462,2,153,0,2022-03-18
463,6,316,0,2022-11-21
464,2,483,0,2022-04-07
465,20,489,0,2022-12-22
466,17,117,63,2022-10-26
467,10,275,7,2022-12-09
468,10,497,5,2022-12-31
469,6,69,0,2022-05-27
470,19,222,1,2022-01-18
471,2,472,82,2022-02-07
472,4,186,0,2022-04-07
473,16,252,0,2022-04-25
474,6,386,0,2022-10-07
475,19,246,0,2022-04-13
476,18,183,40,2022-11-05
477,14,85,0,2022-01-11
478,15,68,0,2022-05-26
479,7,107,0,2022-06-05
480,11,99,0,2022-11-04
481,4,180,0,2022-08-15
482,19,473,0,2022-06-21
483,3,28,13,2022-10-28
484,7,347,0,2022-07-22
485,20,457,0,2022-10-25
486,7,67,0,2022-08-27
487,5,303,0,2022-08-25
488,19,29,0,2022-03-13
489,19,17,0,2022-09-15
490,2,429,0,2022-12-18
491,7,363,0,2022-02-21
492,3,35,0,2022-03-15
493,15,75,0,2022-12-01
494,3,52,0,2022-11-26
495,2,199,0,2022-12-02
496,7,206,0,2022-09-01
497,10,314,0,2022-11-30
498,2,248,0,2022-09-11
499,18,192,0,2022-07-21
500,17,175,0,2022-05-18
501,9,261,52,2022-04-29
502,13,161,0,2022-05-03
503,10,125,0,2022-01-31
504,9,184,0,2022-01-26
505,13,175,0,2022-06-20
506,8,235,0,2022-02-15
507,9,228,0,2022-09-24
508,16,99,0,2022-12-30
509,4,343,0,2022-10-12
510,17,421,0,2022-02-04
511,7,96,0,2022-05-25
512,9,469,0,2022-05-23
513,2,89,0,2022-09-26
514,14,474,0,2022-06-23
515,14,274,0,2022-02-26
516,5,169,0,2022-10-20
517,10,49,31,2022-09-25
518,2,97,17,2022-03-29
519,4,24,0,2022-09-01
520,3,390,0,2022-06-08
521,20,212,0,2022-10-12
522,13,282,67,2022-10-24
523,20,183,97,2022-05-03
524,5,102,0,2022-05-29
525,12,140,0,2022-02-01
526,14,500,0,2022-04-07
527,6,135,0,2022-08-18
528,9,155,0,2022-03-26
529,1,132,0,2022-03-09
530,12,327,0,2022-07-02
531,17,451,92,2022-04-03
532,10,430,90,2022-11-20
533,10,53,0,2022-08-19
534,6,426,3,2022-09-21
535,6,12,0,2022-07-17
536,13,45,0,2022-06-30
537,4,240,0,2022-05-02
538,20,74,92,2022-02-05
539,7,255,0,2022-03-08
540,14,129,0,2022-11-26
541,9,371,0,2022-12-22
542,13,5,0,2022-12-16
543,14,388,0,2022-08-18
544,9,8,0,2022-08-13
545,13,185,0,2022-12-05
546,8,45,92,2022-07-22
547,8,80,0,2022-09-27
548,14,432,0,2022-08-22
549,7,28,46,2022-01-29
550,16,332,42,2022-12-12
551,12,103,0,2022-02-04
552,1,433,0,2022-12-17
553,10,101,0,2022-11-23
554,15,61,0,2022-03-24
555,18,84,0,2022-04-02
556,17,71,0,2022-06-02
557,12,164,0,2022-06-02
558,20,410,0,2022-06-17
559,11,332,0,2022-09-19
560,3,256,0,2022-06-25
561,13,375,0,2022-11-05
562,14,466,0,2022-09-15
563,10,337,0,2022-02-02
564,14,196,0,2022-06-14
565,4,66,0,2022-05-20
566,5,38,0,2022-07-18
567,14,416,0,2022-03-12
568,2,101,0,2022-07-18
569,20,170,0,2022-09-19
570,16,86,0,2022-06-07
571,18,283,0,2022-04-27
572,11,458,0,2022-09-22
573,3,367,0,2022-07-17
574,19,151,0,2022-04-13
575,9,210,0,2022-08-15
576,6,447,53,2022-01-31
577,2,95,0,2022-08-31
578,9,476,0,2022-12-26
579,17,293,10,2022-04-03
580,12,67,0,2022-03-03
581,3,453,0,2022-06-17
582,15,249,0,2022-08-22
583,1,294,0,2022-12-22
584,8,92,0,2022-06-28
585,4,26,0,2022-12-23
586,18,211,0,2022-11-06
587,7,92,55,2022-02-03
588,8,477,0,2022-08-30
589,6,39,90,2022-12-16
590,10,202,0,2022-05-24
591,2,187,0,2022-07-29
592,13,218,0,2022-09-23
593,13,203,28,2022-02-11
594,6,27,0,2022-01-29
595,7,359,0,2022-10-28
596,5,183,69,2022-06-30
597,8,187,0,2022-02-24
598,16,90,0,2022-07-29
599,20,456,0,2022-06-19
600,14,427,0,2022-08-31
601,16,92,0,2022-09-03
602,13,196,31,2022-06-10
603,3,243,40,2022-03-24
604,18,97,55,2022-01-09
605,1,39,0,2022-05-18
606,14,255,0,2022-01-20
607,2,255,0,2022-04-08
608,16,109,0,2022-09-18
609,13,379,0,2022-03-02
610,13,155,0,2022-01-30
611,19,194,5,2022-10-31
612,2,132,0,2022-10-12
613,9,190,0,2022-09-23
614,8,279,0,2022-04-30
615,11,292,0,2022-01-12
616,6,143,0,2022-11-15
617,9,400,0,2022-08-11
618,3,196,0,2022-12-04
619,18,65,0,2022-11-11
620,14,119,0,2022-02-24
621,15,423,0,2022-03-01
622,7,46,0,2022-06-01
623,10,50,0,2022-03-08
624,9,303,0,2022-02-05
625,16,421,0,2022-11-16
626,7,170,0,2022-04-14
627,2,105,0,2022-05-06
628,18,121,0,2022-11-01
629,1,461,0,2022-03-11
630,4,211,0,2022-05-23
631,8,6,0,2022-11-25
632,5,388,0,2022-07-01
633,20,300,0,2022-07-11
634,10,229,9,2022-01-19
635,3,186,0,2022-07-14
636,6,452,0,2022-09-26
637,19,83,0,2022-06-01
638,12,34,0,2022-09-05
639,20,27,0,2022-08-25
640,19,282,56,2022-11-13
641,6,401,0,2022-05-02
642,19,255,0,2022-11-14
643,15,4,0,2022-02-27
644,14,382,0,2022-12-10
645,2,335,0,2022-12-06
646,20,378,84,2022-05-29
647,17,251,0,2022-01-24
648,4,249,0,2022-02-06
649,10,256,0,2022-12-19
650,18,348,0,2022-06-22
651,2,310,0,2022-06-19
652,19,220,0,2022-07-16
653,4,500,0,2022-07-20
654,8,395,0,2022-05-23
655,13,77,0,2022-08-26
656,9,402,31,2022-03-02
657,1,499,0,2022-04-10
658,15,451,0,2022-06-30
659,9,471,0,2022-04-09
660,14,175,0,2022-03-12
661,7,48,0,2022-12-19
662,16,391,0,2022-12-09
663,10,48,0,2022-09-13
664,8,276,0,2022-11-02
665,8,472,0,2022-09-23
666,6,238,0,2022-08-03
667,19,122,0,2022-01-24
668,8,292,0,2022-06-07
669,2,53,0,2022-09-14
670,20,448,0,2022-03-14
671,15,181,0,2022-12-30
672,14,465,2,2022-03-25
673,8,231,0,2022-12-04
674,8,190,6,2022-07-05
675,8,497,80,2022-07-24
676,19,157,0,2022-06-10
677,8,376,0,2022-05-06
678,19,371,0,2022-09-25
679,3,363,0,2022-02-20
680,7,400,19,2022-10-03
681,14,101,52,2022-01-10
682,3,288,0,2022-09-29
683,19,184,0,2022-10-15
684,13,262,0,2022-04-01
685,13,60,0,2022-03-22
686,1,487,0,2022-03-20
687,5,177,0,2022-08-23
688,17,442,86,2022-01-24
689,12,317,0,2022-09-23
690,10,213,0,2022-11-25
691,13,360,0,2022-05-17
692,4,489,0,2022-06-26
693,13,325,0,2022-04-29
694,13,339,0,2022-09-19
695,5,255,0,2022-06-02
696,6,445,0,2022-07-01
697,5,374,0,2022-03-10
698,17,28,0,2022-06-04
699,5,76,36,2022-04-10
700,20,60,0,2022-12-24
701,7,108,0,2022-09-16
702,16,461,0,2022-10-19
703,19,470,0,2022-05-03
704,12,476,0,2022-09-28
705,19,130,0,2022-10-31
706,15,284,0,2022-04-28
707,17,65,0,2022-02-16
708,13,211,0,2022-01-16
709,10,226,0,2022-09-04
710,3,258,0,2022-01-14
711,9,394,0,2022-06-07
712,7,98,0,2022-09-28
713,2,374,0,2022-10-21
714,19,82,0,2022-11-08
715,14,395,0,2022-01-11
716,14,156,0,2022-12-11
717,16,376,42,2022-01-17
718,2,181,0,2022-01-16
719,5,300,89,2022-10-01
720,15,46,0,2022-12-15
721,18,431,0,2022-05-17
722,11,352,0,2022-02-09
723,19,286,32,2022-10-04
724,11,398,0,2022-10-03
725,15,311,0,2022-07-10
726,9,374,0,2022-04-05
727,5,65,0,2022-09-14
728,14,187,0,2022-02-02
729,11,8,94,2022-02-27
730,6,348,0,2022-06-06
731,15,81,0,2022-03-28
732,1,35,0,2022-03-23
733,12,7,0,2022-09-08
734,17,150,0,2022-12-02
735,5,13,55,2022-11-23
736,9,134,0,2022-02-04
737,6,222,26,2022-10-08
738,20,366,0,2022-09-01
739,11,297,19,2022-04-03
740,18,115,0,2022-06-03
741,11,84,0,2022-03-08
742,7,74,91,2022-05-28
743,1,65,0,2022-03-23
744,8,306,0,2022-11-04
745,1,351,0,2022-04-18
746,18,352,0,2022-10-20
747,4,387,0,2022-06-09
748,10,62,0,2022-10-23
749,19,15,0,2022-05-06
750,16,275,0,2022-12-25
751,13,124,26,2022-03-15
752,11,40,0,2022-10-24
753,7,364,0,2022-12-06
754,3,21,0,2022-01-07
755,8,474,0,2022-10-16
756,16,224,0,2022-05-08
757,4,90,83,2022-11-29
758,20,296,15,2022-05-03
759,10,183,37,2022-05-02
760,3,13,0,2022-07-29
761,3,424,0,2022-07-18
762,16,221,0,2022-07-08
763,14,91,0,2022-01-10
764,14,135,0,2022-09-21
765,11,369,0,2022-07-17
766,4,251,0,2022-12-03
767,12,196,0,2022-01-12
768,13,154,26,2022-06-22
769,10,360,0,2022-09-25
770,2,70,0,2022-06-07
771,5,305,0,2022-09-13
772,7,6,5,2022-10-29
773,5,231,0,2022-04-26
774,3,2,0,2022-04-17
775,10,37,0,2022-04-23
776,19,263,0,2022-12-20
777,15,211,0,2022-07-02
778,6,439,0,2022-05-09
779,4,299,0,2022-10-15
780,8,31,0,2022-10-05
781,17,121,0,2022-01-26
782,4,441,0,2022-06-29
783,15,219,0,2022-04-14
784,17,428,4,2022-04-14
785,4,320,0,2022-05-30
786,5,68,0,2022-01-21
787,4,83,0,2022-07-03
788,7,443,0,2022-10-22
789,7,354,0,2022-08-05
790,13,136,0,2022-09-07
791,16,297,63,2022-07-16
792,5,210,0,2022-08-25
793,11,328,0,2022-04-13
794,19,354,0,2022-01-20
795,1,313,0,2022-07-17
796,10,163,0,2022-01-18
797,16,89,0,2022-06-02
798,17,206,0,2022-04-06
799,19,193,0,2022-09-18
800,8,241,0,2022-02-27
801,9,30,0,2022-03-31
802,6,221,0,2022-08-02
803,3,163,17,2022-07-23
804,13,355,0,2022-02-05
805,3,206,0,2022-12-01
806,6,22,0,2022-12-04
807,12,36,0,2022-11-26
808,20,139,0,2022-11-22
809,13,148,0,2022-02-25
810,14,136,0,2022-01-23
811,16,345,0,2022-07-17
812,1,496,0,2022-02-12
813,5,296,16,2022-01-05
814,3,250,0,2022-04-04
815,10,427,0,2022-05-13
816,5,304,0,2022-06-03
817,6,317,0,2022-01-26
818,19,451,65,2022-04-27
819,11,16,0,2022-05-10
820,17,177,0,2022-09-09
821,19,247,0,2022-03-08
822,5,488,0,2022-10-15
823,8,240,0,2022-03-23
824,19,21,0,2022-12-03
825,18,465,0,2022-11-02
826,5,418,0,2022-11-03
827,10,364,0,2022-12-03
828,8,311,0,2022-08-30
829,15,419,0,2022-10-21
830,1,135,0,2022-04-30
831,10,355,0,2022-03-15
832,3,112,54,2022-12-26
833,4,473,0,2022-07-02
834,20,462,72,2022-08-18
835,11,282,0,2022-11-19
836,7,459,91,2022-01-04
837,4,481,0,2022-11-26
838,5,189,0,2022-10-20
839,15,364,0,2022-12-02
840,15,131,0,2022-06-07
841,18,173,0,2022-08-27
842,13,163,0,2022-09-07
843,14,340,0,2022-01-03
844,8,100,0,2022-03-23
845,9,421,0,2022-06-25
846,11,376,0,2022-03-09
847,12,240,26,2022-04-03
848,3,366,0,2022-05-02
849,16,7,0,2022-03-31
850,14,211,0,2022-09-05
851,17,373,84,2022-10-28
852,10,251,0,2022-03-23
853,18,493,0,2022-11-20
854,17,259,0,2022-08-18
855,2,59,0,2022-11-25
856,12,289,0,2022-05-20
857,9,25,0,2022-03-04
858,7,164,0,2022-12-21
859,1,158,0,2022-11-26
860,16,16,0,2022-12-13
861,5,341,0,2022-09-30
862,2,219,0,2022-04-14
863,19,7,0,2022-08-31
864,17,411,0,2022-11-27
865,4,199,0,2022-07-15
866,20,130,0,2022-06-17
867,17,169,14,2022-04-01
868,20,262,0,2022-05-27
869,16,279,0,2022-04-01
870,8,78,93,2022-10-25
871,2,308,0,2022-01-04
872,18,259,0,2022-03-25
873,7,498,0,2022-02-23
874,3,182,0,2022-10-03
875,17,227,0,2022-11-21
876,13,370,69,2022-02-22
877,1,374,0,2022-05-19
878,20,377,88,2022-08-04
879,11,455,0,2022-10-15
880,20,11,0,2022-12-06
881,18,151,0,2022-03-09
882,11,61,92,2022-11-20
883,18,7,0,2022-12-12
884,19,394,0,2022-07-17
885,10,266,42,2022-06-09
886,18,245,0,2022-07-21
887,7,149,0,2022-03-05
888,17,62,0,2022-10-24
889,7,492,0,2022-01-03
890,3,364,0,2022-06-09
891,11,232,0,2022-08-31
892,6,496,11,2022-07-18
893,14,98,0,2022-06-03
894,8,261,90,2022-12-18
895,10,171,49,2022-07-24
896,13,481,0,2022-04-01
897,6,202,0,2022-04-29
898,4,204,0,2022-10-01
899,10,277,0,2022-02-01
900,17,334,0,2022-05-01
901,16,268,0,2022-12-15
902,3,153,0,2022-01-19
903,12,69,0,2022-05-12
904,16,478,0,2022-09-25
905,1,219,0,2022-12-17
906,10,11,7,2022-01-24
907,17,67,0,2022-12-11
908,14,360,0,2022-06-13
909,11,320,0,2022-03-24
910,7,62,0,2022-02-27
911,6,11,0,2022-03-03
912,4,363,0,2022-10-22
913,15,280,0,2022-05-28
914,16,291,0,2022-05-07
915,10,475,0,2022-06-04
916,2,488,0,2022-03-23
917,16,168,0,2022-03-06
918,20,162,2,2022-06-25
919,6,25,0,2022-02-17
920,13,40,0,2022-04-11
921,9,328,30,2022-02-02
922,13,10,0,2022-08-20
923,18,345,0,2022-01-09
924,16,399,0,2022-09-03
925,10,443,0,2022-10-06
926,15,315,0,2022-10-23
927,7,429,0,2022-05-28
928,18,249,0,2022-11-21
929,6,270,0,2022-08-14
930,9,293,0,2022-09-15
