history_id,product_id,price,effective_date
232,325,N/A,2020-07-27
233,296,N/A,2020-12-27
234,443,358.83,2021-06-15
235,461,121.58,2020-12-18
236,466,359.03,2070-09-07
237,428,N/A,2022-08-12
238,374,197.57,2022-12-01
239,357,224.56,2023-02-01
240,243,N/A,2033-04-22
241,368,483.89,2022-09-24
242,440,22.07,2022-05-14
243,13,77.28,2023-08-11
244,374,410.33,2020-07-15
245,54,434.77,2021-02-17
246,448,178.73,2023-01-15
247,133,395.03,2021-03-04
248,301,203.21,2023-11-23
249,275,413.51,2022-10-01
250,264,234.04,2020-05-27
251,86,489.4,2020-06-12
252,89,126.16,2020-05-05
253,489,162.58,2021-03-14
254,81,129.25,2021-07-14
255,32,395.1,2020-11-08
256,226,79.14,2023-07-03
257,397,358.83,2022-12-01
258,465,258.31,2021-02-02
259,174,57.52,2063-01-03
260,148,77.54,2087-08-02
261,30,212.3,2022-04-30
262,44,164.26,2022-10-22
263,191,422.7,2021-01-09
264,120,61.02,2023-08-31
265,251,108.47,2022-05-02
266,82,68.77,2021-10-08
267,500,28.95,2023-03-19
268,147,260.24,2023-10-21
269,272,121.65,2023-12-09
270,70,37.07,2023-09-27
271,35,117.94,2023-10-01
272,442,N/A,2021-11-26
273,500,116.36,2021-09-23
274,89,198.99,2020-06-23
275,90,314.67,2023-06-25
276,126,111.38,2021-01-26
277,10,51.49,2020-06-07
278,216,50.16,2022-09-01
279,336,211.82,2022-06-24
280,128,69.49,2023-03-06
281,286,266.81,2020-04-19
282,226,46.66,2022-03-07
283,85,333.35,2023-08-30
284,339,236.07,2022-02-09
285,438,337.08,2021-10-12
286,66,390.15,2065-00-15
287,387,333.91,2022-07-16
288,476,N/A,2045-07-28
289,262,206.26,2023-05-08
290,18,122.32,2022-09-27
291,92,411.34,2021-07-04
292,278,251.23,2021-11-18
293,158,258.3,2097-08-21
294,265,12.5,2065-08-18
295,422,216.68,2020-02-05
296,276,28.88,2022-09-10
297,499,N/A,2020-09-05
298,321,48.9,2022-07-09
299,395,458.88,2023-03-14
300,223,16.97,2020-07-09
301,204,146.27,2020-07-01
302,365,184.19,2022-09-25
303,150,83.26,2020-03-17
304,462,380.95,2066-03-23
305,290,439.42,2020-03-24
306,405,207.87,2020-01-24
307,305,298.51,2023-12-15
308,225,331.17,2059-04-13
309,163,252.36,2022-08-15
310,188,150.3,2022-05-28
311,318,42.14,2022-07-29
312,235,216.24,2020-03-16
313,27,186.15,2023-05-22
314,241,338.26,2021-06-11
315,332,411.03,2021-09-15
316,358,333.4,2020-10-26
317,218,422.79,2021-07-28
318,206,118.96,2023-05-08
319,200,443.45,2022-06-30
320,461,184.64,2022-12-05
321,365,55.89,2022-06-18
322,54,214.69,2022-10-20
323,191,181.33,2022-04-10
324,324,446.53,2021-10-12
325,105,61.43,2020-08-12
326,139,116.61,2022-03-08
327,439,399.15,2021-02-07
328,256,276.41,2023-05-23
329,384,300.72,2023-09-17
330,83,53.18,2020-03-02
331,58,146.92,2023-05-25
332,190,384.75,2020-08-27
333,331,260.36,2022-11-24
334,465,41.43,2023-10-18
335,437,N/A,2023-06-14
336,100,148.12,2022-06-25
337,64,275.35,2022-06-22
338,76,323.51,2021-01-28
339,223,305.06,2021-05-22
340,21,25.28,2021-11-13
341,366,391.29,2023-12-15
342,208,396.97,2021-08-13
343,61,246.01,2023-02-06
344,287,219.92,2020-03-27
345,428,236.31,2023-04-14
346,479,100.01,2020-10-01
347,230,121.89,2022-09-07
348,89,221.31,2020-08-23
349,94,225.68,2021-12-13
350,400,30.19,2020-11-25
351,117,93.4,2020-08-19
352,283,34.47,2021-12-18
353,416,N/A,2020-09-26
354,120,62.63,2022-12-09
355,391,238.72,2021-03-26
356,87,64.64,2020-05-25
357,151,274.75,2021-11-21
358,320,347.57,2023-11-06
359,130,83.13,2021-09-02
360,259,42.87,2020-08-06
361,247,N/A,2022-11-17
362,437,378.07,2020-06-03
363,242,151.6,2020-08-21
364,95,469.58,2022-03-27
365,170,388.46,2020-08-17
366,295,136.7,2020-01-31
367,207,N/A,2020-08-27
368,57,438.7,2072-03-04
369,59,33.71,2022-10-26
370,349,375.36,2020-08-23
371,128,116.95,2023-04-22
372,450,472.75,2021-05-26
373,432,42.71,2023-03-09
374,144,343.5,2020-08-30
375,206,N/A,2022-05-09
376,401,54.04,2021-10-05
377,20,250.49,2023-05-13
378,436,206.23,2022-01-04
379,183,277.59,2020-07-10
380,411,131.83,2021-07-30
381,463,295.76,2020-10-16
382,426,235.36,2022-08-12
383,413,473.43,2030-01-06
384,183,428.92,2022-12-29
385,419,388.68,2023-08-03
386,113,402.81,2021-01-12
387,432,N/A,2023-08-08
388,385,98.39,2020-09-03
389,442,395.23,2020-09-16
390,220,195.45,2022-03-12
391,110,301.55,2021-06-24
392,470,12.79,2021-09-13
393,85,421.14,2023-03-28
394,55,95.48,2023-01-31
395,90,N/A,2023-10-26
396,240,94.22,2022-02-19
397,298,374.77,2023-12-31
398,319,433.19,2023-05-08
399,116,227.63,2021-04-30
400,459,163.43,2021-08-03
401,443,361.18,2022-08-09
402,56,195.34,2021-04-18
403,202,251.3,2020-03-09
404,148,353.37,2022-11-22
405,124,24.13,2020-10-24
406,417,130.42,2021-07-01
407,132,192.17,2020-05-23
408,316,145.78,2023-10-16
409,206,134.68,2022-06-24
410,258,80.21,2022-01-19
411,417,441.0,2021-08-10
412,218,274.86,2020-11-16
413,328,75.56,2021-01-28
414,315,249.04,2023-04-08
415,386,235.47,2021-12-11
416,446,361.59,2023-02-28
417,355,322.88,2021-05-30
418,456,315.92,2020-08-28
419,39,482.49,2022-02-10
420,150,365.86,2020-01-16
421,233,N/A,2021-08-10
422,486,356.12,2021-10-28
423,499,421.65,2023-04-10
424,332,331.69,2020-05-31
425,165,482.73,2023-10-07
426,482,490.45,2021-03-27
427,240,333.76,2022-10-01
428,229,308.7,2023-03-20
429,425,237.42,2023-12-19
430,93,60.95,2021-10-02
431,393,N/A,2045-09-27
432,366,175.76,2020-01-12
433,48,98.13,2020-08-30
434,86,141.84,2021-10-24
435,451,197.86,2023-01-31
436,261,138.88,2023-04-27
437,115,412.74,2022-03-18
438,299,225.27,2020-02-24
439,290,491.89,2023-10-20
440,443,N/A,2020-05-09
441,35,404.13,2023-03-02
442,385,N/A,2023-06-24
443,500,N/A,2023-05-19
444,123,499.43,2020-04-27
445,404,300.79,2021-10-25
446,12,256.44,2021-06-16
447,16,327.92,2020-06-04
448,280,107.18,2022-06-10
449,106,115.7,2023-10-10
450,181,12.21,2023-05-16
451,314,56.84,2023-11-02
452,271,86.84,2023-06-08
453,75,396.72,2022-08-03
454,83,171.44,2022-09-30
455,144,N/A,2021-11-12
456,435,473.4,2022-12-28
457,423,320.64,2022-05-02
458,489,355.28,2021-08-10
459,121,276.91,2021-05-25
460,303,52.66,2020-08-22
461,245,457.01,2021-06-27
462,6,173.81,2021-12-20
463,292,392.1,2023-06-09
464,297,295.75,2021-02-02
465,398,7.13,2022-09-12
466,242,122.75,2023-01-09
467,175,126.95,2022-03-26
468,85,241.06,2022-06-28
469,171,67.4,2022-10-29
470,306,N/A,2020-07-29
471,76,409.41,2022-04-11
472,166,276.58,2023-01-17
473,256,386.5,2022-04-01
474,47,115.86,2022-03-07
475,493,459.65,2020-08-11
476,442,210.4,2023-03-12
477,126,275.23,2023-06-26
478,237,481.25,2021-06-02
479,177,18.97,2022-09-05
480,23,393.2,2022-05-18
481,216,N/A,2023-11-08
482,97,278.53,2022-05-11
483,226,380.33,2032-10-27
484,478,134.97,2023-06-09
485,294,210.24,2021-09-17
486,367,203.01,2023-01-26
487,162,310.61,2021-08-29
488,132,430.63,2023-01-10
489,466,187.9,2023-06-23
490,51,9.68,2020-12-11
491,472,296.38,2021-08-22
492,56,20.65,2023-10-21
493,227,420.51,2020-12-10
494,87,N/A,2023-10-02
495,7,377.49,2023-05-04
496,126,255.25,2021-05-18
497,109,54.12,2078-04-24
498,109,173.76,2020-07-17
499,388,143.08,2022-10-30
500,275,327.56,2021-06-22
501,81,249.86,2023-07-24
502,214,458.08,2040-01-27
503,290,375.33,2020-05-01
504,179,363.86,2021-05-17
505,498,N/A,2021-12-02
506,472,374.71,2035-09-12
507,286,290.49,2020-05-23
508,279,368.17,2021-10-14
509,188,217.74,2023-05-04
510,473,438.74,2073-05-23
511,321,367.25,2020-08-02
512,444,236.87,2023-01-16
513,289,318.98,2023-10-25
514,46,176.62,2021-01-18
515,179,N/A,2023-09-10
516,202,460.1,2022-05-17
517,287,175.2,2022-07-25
518,12,44.93,2022-02-21
519,6,323.7,2021-01-23
520,190,169.85,2020-12-29
521,342,284.42,2023-08-26
522,286,N/A,2020-11-24
523,490,49.08,2020-06-01
524,110,215.56,2021-01-07
525,112,305.88,2020-01-21
526,394,170.2,2023-11-02
527,458,71.0,2022-12-10
528,331,494.32,2020-11-22
529,269,397.0,2023-11-04
530,87,446.8,2020-05-19
531,57,127.58,2023-04-14
532,181,75.91,2022-01-08
533,181,273.0,2060-06-21
534,133,442.02,2023-07-13
535,410,N/A,2021-09-04
536,254,490.7,2020-02-02
537,83,36.04,2023-09-17
538,187,74.86,2021-10-13
539,71,341.84,2021-04-24
540,113,119.76,2020-10-27
541,99,413.19,2021-10-12
542,483,55.9,2057-10-08
543,28,299.59,2023-09-23
544,346,N/A,2020-02-04
545,22,114.66,2023-10-20
546,40,36.34,2021-03-21
547,458,215.54,2023-12-09
548,450,441.33,2020-10-23
549,294,N/A,2020-04-08
550,121,328.61,2023-06-04
551,265,176.57,2021-06-24
552,110,107.49,2022-12-27
553,38,139.57,2020-03-12
554,55,272.14,2023-11-04
555,419,483.43,2023-02-03
556,142,25.57,2021-06-16
557,239,210.36,2020-09-17
558,393,152.98,2022-11-16
559,240,374.06,2020-03-12
560,305,246.47,2022-11-26
561,500,N/A,2022-04-24
562,335,190.59,2023-04-15
563,446,31.33,2020-02-20
564,387,344.22,2042-01-16
565,457,436.77,2081-09-05
566,201,138.35,2020-10-11
567,185,228.32,2022-05-12
568,34,482.07,2020-10-20
569,261,10.31,2023-04-29
570,312,239.53,2021-07-23
571,261,52.14,2021-08-16
572,59,492.27,2023-04-08
573,31,211.32,2022-02-23
574,248,N/A,2020-02-19
575,46,442.49,2022-01-07
576,145,63.88,2020-04-01
577,468,482.86,2020-11-19
578,484,N/A,2051-08-04
579,317,490.95,2020-04-28
580,223,494.97,2020-08-25
581,243,205.07,2023-08-08
582,279,183.11,2020-01-31
583,370,N/A,2023-12-21
584,288,498.77,2022-09-24
585,425,163.65,2020-12-26
586,449,106.79,2023-09-16
587,406,456.76,2022-10-30
588,227,207.89,2020-04-15
589,397,486.46,2023-07-15
590,297,195.68,2021-05-26
591,91,433.71,2021-05-28
592,104,399.72,2023-09-09
593,285,67.52,2021-09-18
594,285,494.75,2088-04-11
595,60,17.69,2020-08-01
596,205,255.6,2021-11-14
597,480,167.04,2020-03-09
598,218,183.91,2022-07-08
599,180,134.61,2021-01-06
600,242,96.52,2023-12-18
601,5,371.48,2021-07-15
602,278,412.82,2020-01-13
603,422,418.01,2021-02-15
604,210,164.54,2023-03-29
605,417,33.36,2021-01-26
606,155,N/A,2021-02-02
607,210,408.62,2023-05-10
608,340,351.84,2020-08-03
609,226,111.23,2021-07-03
610,201,327.67,2020-08-12
611,426,198.41,2023-02-27
612,156,327.54,2021-10-23
613,336,213.73,2023-10-16
614,128,280.97,2069-08-09
615,254,375.16,2020-04-01
616,305,454.42,2021-01-11
617,277,370.82,2023-07-10
618,435,38.95,2020-09-27
619,84,N/A,2023-06-11
620,387,387.82,2021-11-22
621,500,442.63,2020-11-21
622,331,314.61,2021-12-31
623,43,205.92,2023-02-01
624,389,251.61,2020-08-16
625,364,437.11,2020-07-15
626,472,345.55,2021-04-14
627,274,42.96,2022-03-11
628,238,243.14,2021-06-30
629,364,461.9,2020-03-27
630,445,468.84,2022-01-31
631,407,143.98,2022-08-08
632,230,50.66,2023-10-08
633,308,474.5,2032-04-10
634,115,34.66,2033-10-10
635,394,N/A,2022-09-02
636,80,258.58,2021-03-03
637,349,191.89,2021-06-11
638,78,63.97,2023-09-11
639,392,473.08,2020-03-30
640,171,432.65,2021-06-10
641,285,456.93,2022-10-25
642,90,189.54,2020-04-07
643,91,131.49,2020-10-10
644,96,374.65,2022-02-28
645,239,292.77,2087-08-18
646,411,161.14,2022-05-05
647,392,115.91,2021-10-15
648,7,17.69,2021-05-17
649,151,167.73,2020-02-23
650,462,39.44,2020-04-30
651,416,395.78,2020-03-09
652,434,310.34,2021-12-28
653,446,312.94,2021-06-18
654,381,N/A,2022-08-15
655,398,428.06,2022-03-05
656,116,10.21,2020-07-07
657,495,186.08,2021-05-19
658,322,242.8,2020-01-30
659,440,186.34,2021-10-10
660,326,111.25,2022-02-25
661,224,471.01,2021-04-15
662,5,233.67,2022-12-29
663,135,N/A,2023-12-17
664,460,315.53,2020-09-21
665,95,388.14,2023-09-07
666,294,46.88,2020-08-27
667,98,111.55,2098-09-22
668,389,474.48,2021-10-18
669,411,139.22,2023-12-01
670,88,162.01,2022-11-07
671,72,404.62,2022-01-20
672,213,494.43,2023-05-28
673,359,467.28,2022-10-24
674,373,N/A,2023-02-10
675,217,107.46,2021-05-15
676,109,479.66,2023-11-09
677,319,126.34,2034-06-20
678,366,154.38,2021-01-10
679,323,497.39,2021-04-12
680,345,54.29,2023-04-12
681,57,286.57,2021-08-30
682,431,342.66,2021-05-10
683,141,215.26,2021-09-13
684,440,397.11,2022-10-08
685,344,373.71,2021-07-22
686,142,310.78,2020-05-13
687,292,79.37,2020-07-30
688,164,N/A,2021-05-01
689,304,183.55,2021-05-03
690,352,481.12,2021-02-10
691,71,493.67,2023-11-19
692,458,106.45,2023-05-20
693,154,254.29,2021-11-21
694,252,N/A,2022-01-30
695,222,493.81,2023-12-15
696,365,407.08,2022-09-06
697,112,469.45,2020-04-13
698,293,193.45,2020-02-12
699,453,306.83,2021-01-15
700,268,260.85,2023-07-30
701,173,20.24,2064-10-04
702,452,429.1,2020-05-15
703,400,284.23,2020-12-07
704,170,274.95,2084-04-25
705,405,117.15,2022-06-04
706,23,391.07,2020-07-17
707,219,199.43,2022-04-28
708,372,432.47,2023-10-20
709,260,467.95,2020-05-29
710,249,107.98,2020-05-15
711,335,347.3,2095-02-05
712,374,N/A,2020-07-02
713,46,62.09,2022-07-17
714,102,14.56,2059-10-28
715,316,154.2,2022-09-22
716,315,N/A,2021-09-23
717,353,465.93,2021-12-31
718,417,N/A,2068-05-27
719,221,107.4,2020-03-19
720,276,51.7,2022-10-23
721,455,462.24,2022-02-28
722,448,410.24,2021-07-16
723,206,402.68,2020-06-26
724,386,N/A,2022-11-15
725,208,175.79,2022-05-07
726,234,328.38,2023-01-23
727,412,34.24,2022-04-17
728,484,N/A,2063-06-18
729,38,66.54,2035-07-19
730,138,319.21,2023-09-17
731,109,77.93,2022-07-20
732,51,254.46,2021-11-25
733,496,233.69,2021-08-31
734,435,208.52,2020-07-05
735,95,429.21,2023-06-15
736,149,130.36,2022-02-23
737,109,23.28,2021-09-03
738,30,N/A,2022-01-13
739,362,190.56,2021-03-23
740,183,374.6,2020-09-30
741,305,N/A,2020-02-01
742,449,222.56,2020-11-12
743,83,377.63,2023-03-17
744,185,475.33,2021-10-24
745,80,334.91,2083-06-17
746,484,453.19,2020-04-03
747,393,358.68,2021-02-22
748,263,452.23,2044-05-08
749,81,395.93,2023-03-22
750,36,262.68,2020-08-16
751,332,132.6,2021-07-31
752,164,80.35,2022-01-12
753,422,81.67,2023-07-11
754,385,377.58,2021-05-16
755,462,362.91,2021-07-17
756,108,317.88,2020-11-23
757,119,224.97,2050-09-07
758,272,482.63,2022-08-23
759,224,N/A,2023-02-11
760,418,242.52,2047-00-12
761,15,308.56,2022-09-05
762,138,401.44,2022-12-01
763,306,77.6,2021-06-21
764,135,64.78,2022-04-12
765,430,176.05,2022-09-18
766,122,194.43,2022-02-02
767,8,192.09,2022-05-12
768,139,292.62,2022-10-13
769,477,361.79,2039-02-27
770,16,123.74,2022-01-07
771,326,N/A,2021-03-16
772,227,477.5,2022-06-07
773,167,415.1,2020-02-04
774,251,455.09,2023-10-20
775,296,233.15,2020-08-05
776,402,182.9,2020-08-04
777,265,173.56,2021-03-10
778,203,437.67,2022-04-20
779,12,359.89,2022-11-13
780,53,231.15,2022-07-25
781,152,349.66,2023-10-25
782,302,N/A,2020-02-03
783,264,177.21,2020-12-10
784,180,102.71,2022-06-16
785,449,298.3,2022-01-20
786,490,489.77,2022-09-03
787,41,347.16,2023-08-26
788,141,N/A,2053-10-21
789,188,246.9,2020-09-01
790,234,139.59,2076-08-27
791,389,135.71,2021-06-29
792,289,329.79,2022-12-09
793,236,79.53,2023-01-24
794,133,51.37,2022-07-14
795,436,332.17,2021-03-08
796,144,223.27,2022-06-01
797,169,135.85,2020-06-03
798,56,449.94,2021-10-19
799,326,440.52,2082-02-21
800,140,203.0,2070-10-01
801,276,250.18,2022-01-06
802,85,378.59,2092-08-19
803,145,98.68,2022-12-04
804,147,140.05,2021-09-20
805,68,125.4,2020-08-28
806,330,378.41,2022-02-25
807,490,N/A,2020-06-15
808,240,494.68,2020-01-25
809,314,19.09,2088-02-02
810,324,460.42,2022-08-20
811,238,301.51,2022-06-05
812,203,459.05,2023-02-03
813,57,166.85,2022-01-25
814,178,N/A,2022-07-09
815,264,N/A,2020-04-10
816,33,455.61,2023-12-08
817,425,147.31,2091-08-07
818,219,439.08,2021-05-31
819,419,465.55,2023-05-10
820,405,161.89,2020-12-01
821,265,147.58,2100-03-13
822,64,315.67,2020-05-27
823,32,62.67,2023-02-17
824,307,448.77,2022-03-13
825,4,439.82,2070-00-27
826,371,456.01,2023-01-24
827,186,299.88,2023-12-19
828,470,484.82,2023-07-08
829,457,113.51,2021-07-11
830,124,497.64,2021-01-03
831,452,244.38,2022-01-16
832,381,363.76,2021-08-19
833,333,442.87,2023-07-01
834,445,40.39,2022-01-25
835,306,57.38,2023-04-17
836,119,307.4,2022-10-07
837,25,287.7,2023-11-02
838,166,108.32,2022-12-23
839,446,310.43,2021-03-11
840,115,347.79,2022-06-19
841,60,423.99,2022-08-20
842,420,187.19,2020-08-04
843,403,62.57,2039-07-19
844,212,42.66,2021-04-23
845,459,181.64,2021-10-15
846,68,N/A,2020-01-05
847,308,378.51,2022-04-24
848,310,83.96,2021-05-14
849,256,369.54,2023-04-19
850,232,381.28,2020-12-25
851,54,119.21,2022-02-05
852,400,456.2,2022-04-30
853,405,370.78,2022-02-05
854,385,145.04,2020-11-28
855,80,95.11,2022-01-27
856,455,477.98,2022-06-17
857,254,N/A,2022-08-08
858,51,194.58,2023-01-13
859,379,126.89,2020-02-11
860,393,341.34,2020-06-28
861,497,283.79,2023-04-17
862,51,436.37,2022-05-19
863,4,497.05,2022-11-18
864,312,210.93,2020-04-23
865,258,69.51,2022-09-30
866,482,200.86,2021-08-07
867,144,55.16,2078-05-03
868,368,N/A,2022-05-14
869,84,259.99,2020-07-25
870,424,423.31,2021-12-03
871,187,389.36,2021-05-26
872,336,66.74,2020-06-06
873,174,462.2,2069-05-05
874,219,318.07,2021-07-05
875,462,251.04,2023-05-12
876,474,94.2,2021-06-10
877,354,246.0,2020-08-16
878,434,262.15,2020-08-19
879,274,33.84,2020-05-18
880,467,458.34,2020-05-15
881,497,335.66,2022-04-29
882,333,N/A,2021-12-18
883,472,368.6,2023-07-14
884,89,455.32,2020-10-03
885,381,64.09,2022-02-05
886,219,213.16,2023-04-11
887,393,154.37,2023-04-15
888,358,286.09,2020-01-13
889,357,401.11,2022-10-20
890,406,319.02,2022-08-31
891,302,68.1,2021-08-09
892,387,280.49,2022-02-15
893,11,54.77,2022-04-09
894,354,203.44,2020-10-20
895,299,179.32,2049-07-21
896,266,67.26,2020-12-09
897,88,397.13,2023-05-28
898,301,401.94,2021-01-07
899,147,274.83,2023-05-22
900,276,170.4,2021-07-25
901,153,409.44,2020-09-02
902,427,235.39,2021-06-12
903,410,79.26,2022-04-25
904,144,437.36,2023-02-04
905,210,417.67,2020-01-31
906,369,308.45,2021-08-31
907,380,N/A,2020-01-21
908,460,353.42,2020-11-24
909,204,229.04,2022-07-07
910,299,256.99,2021-09-06
911,368,13.4,2092-03-14
912,280,312.46,2023-09-16
913,64,433.55,2021-02-25
914,394,8.1,2020-04-16
915,13,19.59,2023-11-05
916,144,129.61,2023-12-23
917,497,344.85,2023-10-17
918,193,117.12,2022-01-03
919,104,252.01,2021-08-21
920,272,299.02,2020-02-12
921,29,86.57,2023-03-03
922,309,190.6,2021-09-17
923,392,54.47,2020-05-10
924,161,229.95,2023-02-07
925,8,N/A,2073-05-19
926,189,128.02,2020-02-21
927,456,384.59,2021-12-08
928,476,326.93,2023-01-11
929,166,267.06,2021-07-06
930,229,333.99,2022-11-27
931,411,451.71,2021-06-14
