visit_id,customer_id,store_id,visit_date
246,63,11,2021-07-08
247,446,9,2020-09-26
248,629,15,2023-08-04
249,658,7,2059-07-06
250,510,16,2020-01-12
251,485,13,2022-10-31
252,967,10,2022-05-10
253,475,3,2020-03-06
254,931,15,2023-10-03
255,798,1,2020-12-07
256,685,10,2021-06-22
257,972,13,2021-03-04
258,75,1,2020-12-04
259,795,2,2022-08-28
260,987,16,2021-01-07
261,756,7,2023-01-28
262,662,4,2023-10-15
263,478,19,2061-03-13
264,933,13,2022-10-27
265,287,15,2022-06-11
266,566,3,2023-10-30
267,973,10,2021-10-23
268,302,1,2020-01-18
269,81,10,2021-05-01
270,558,1,2022-07-13
271,537,15,2093-00-01
272,669,1,2021-08-17
273,960,2,2021-10-14
274,999,1,2020-07-02
275,672,12,2023-08-13
276,288,12,2023-09-10
277,883,5,2022-01-02
278,554,19,2023-05-19
279,40,4,2023-11-29
280,748,13,2038-04-28
281,153,4,2023-05-27
282,879,20,2020-08-05
283,717,19,2021-11-06
284,731,15,2022-02-14
285,476,20,2021-10-30
286,228,18,2023-05-26
287,3,15,2020-01-26
288,670,3,2022-10-02
289,230,13,2020-11-22
290,356,15,2023-05-07
291,131,3,2020-01-13
292,909,15,2094-01-28
293,343,8,2049-03-21
294,923,16,2023-10-21
295,856,5,2022-03-02
296,770,17,2022-05-01
297,585,16,2022-01-04
298,200,3,2022-12-11
299,751,12,2021-02-03
300,648,3,2020-07-17
301,476,11,2020-05-31
302,381,15,2022-05-30
303,489,18,2020-02-03
304,830,17,2023-04-02
305,894,3,2023-02-07
306,339,10,2021-08-07
307,777,9,2020-01-21
308,412,1,2022-12-17
309,766,9,2022-09-04
310,110,3,2021-03-05
311,736,10,2020-06-25
312,221,14,2083-00-14
313,238,11,2023-03-30
314,839,1,2023-06-26
315,244,19,2022-09-16
316,947,5,2020-10-24
317,718,19,2023-02-09
318,233,14,2020-01-23
319,791,2,2021-07-18
320,855,8,2021-08-03
321,361,18,2023-11-15
322,908,11,2021-02-19
323,166,11,2023-12-24
324,531,17,2034-04-16
325,147,16,2022-06-23
326,33,19,2023-01-01
327,642,11,2021-11-25
328,208,18,2020-03-12
329,695,10,2023-01-19
330,27,12,2093-03-15
331,216,9,2020-09-04
332,128,8,2020-03-03
333,827,9,2020-05-15
334,15,20,2023-02-18
335,213,14,2022-04-16
336,740,12,2021-02-13
337,897,16,2023-11-04
338,383,6,2023-05-12
339,747,13,2020-08-14
340,885,4,2022-02-26
341,225,10,2020-12-06
342,540,2,2021-03-05
343,411,4,2022-08-19
344,119,19,2022-12-20
345,574,12,2023-07-27
346,627,4,2023-07-01
347,471,18,2039-10-10
348,699,9,2021-11-06
349,603,5,2020-01-21
350,675,11,2023-04-04
351,195,19,2023-09-08
352,656,11,2022-02-01
353,717,15,2020-01-12
354,608,9,2021-06-09
355,97,14,2022-10-12
356,934,15,2022-03-27
357,802,3,2021-01-01
358,407,17,2021-08-20
359,552,4,2023-05-21
360,223,11,2021-09-01
361,196,18,2020-01-30
362,862,11,2020-10-05
363,336,14,2023-05-28
364,513,2,2065-00-21
365,106,18,2021-02-14
366,750,5,2075-00-26
367,980,2,2023-09-11
368,241,2,2022-11-12
369,830,12,2084-05-06
370,93,14,2022-09-24
371,844,19,2020-08-22
372,791,14,2020-05-18
373,633,3,2020-06-09
374,724,10,2020-05-09
375,25,3,2023-06-16
376,68,15,2020-09-06
377,910,4,2021-06-10
378,349,2,2022-01-05
379,154,5,2022-05-21
380,871,6,2021-10-17
381,966,1,2020-08-31
382,724,6,2022-07-27
383,220,15,2020-03-02
384,7,7,2022-11-15
385,647,11,2022-05-09
386,684,5,2020-09-05
387,854,20,2020-07-16
388,358,13,2021-02-27
389,140,2,2021-02-07
390,33,6,2020-07-06
391,269,13,2022-10-22
392,729,2,2023-02-24
393,42,2,2020-12-04
394,316,16,2022-05-26
395,789,1,2020-01-13
396,921,11,2059-10-09
397,358,6,2020-04-26
398,107,19,2022-08-20
399,169,17,2020-02-26
400,701,12,2021-03-18
401,702,12,2022-04-14
402,240,5,2020-11-22
403,563,20,2020-11-11
404,350,17,2023-11-05
405,594,3,2023-02-21
406,792,16,2023-04-29
407,414,10,2086-05-07
408,409,16,2021-05-31
409,418,8,2022-03-04
410,627,17,2022-04-10
411,784,7,2022-05-27
412,815,8,2056-03-06
413,488,9,2036-00-03
414,270,4,2023-11-07
415,74,3,2023-03-08
416,51,9,2021-12-18
417,447,6,2023-01-12
418,176,10,2023-10-21
419,895,19,2020-05-18
420,376,11,2020-02-29
421,374,4,2020-06-20
422,526,3,2023-12-17
423,142,1,2022-06-11
424,864,15,2022-08-07
425,230,12,2020-11-03
426,2,19,2022-07-08
427,382,17,2020-10-27
428,746,7,2022-09-06
429,270,17,2021-05-19
430,733,8,2023-07-09
431,163,14,2020-06-17
432,701,10,2020-11-11
433,829,14,2020-01-07
434,455,16,2042-00-17
435,552,5,2023-08-26
436,667,1,2020-11-29
437,684,7,2023-09-25
438,219,18,2020-04-15
439,650,3,2021-02-16
440,697,7,2022-01-05
441,392,4,2020-05-31
442,706,17,2020-06-16
443,145,6,2020-03-11
444,601,5,2023-01-29
445,221,10,2022-06-03
446,842,10,2022-06-09
447,864,16,2023-10-06
448,374,10,2020-01-09
449,758,12,2023-11-16
450,762,4,2022-01-13
451,147,13,2023-08-22
452,870,19,2020-08-21
453,76,8,2021-11-18
454,310,10,2085-10-09
455,509,3,2020-02-16
456,766,1,2020-01-25
457,65,7,2023-10-24
458,501,6,2022-07-20
459,227,10,2020-02-11
460,133,6,2023-10-31
461,15,8,2021-11-25
462,66,5,2022-06-12
463,844,16,2020-02-29
464,932,6,2020-11-07
465,245,16,2022-08-07
466,246,16,2022-02-02
467,179,16,2021-08-16
468,871,18,2020-03-07
469,909,10,2023-06-02
470,754,1,2021-01-01
471,892,10,2020-01-30
472,531,18,2022-01-23
473,235,9,2022-09-30
474,462,13,2022-07-15
475,347,12,2022-12-31
476,285,12,2020-02-20
477,158,7,2023-06-08
478,899,9,2022-08-14
479,603,10,2020-05-05
480,941,6,2023-05-26
481,490,3,2097-10-11
482,588,11,2023-02-04
483,834,4,2022-01-03
484,446,9,2021-04-28
485,617,6,2021-01-06
486,839,4,2021-03-22
487,124,8,2020-07-03
488,82,13,2020-02-24
489,309,20,2020-03-12
490,570,7,2023-01-11
491,653,7,2022-09-14
492,695,4,2021-12-03
493,173,11,2022-01-26
494,207,5,2051-04-12
495,144,17,2021-01-18
496,321,6,2020-02-23
497,492,19,2021-10-17
498,752,8,2020-04-09
499,106,14,2023-03-18
500,42,7,2021-09-26
501,907,3,2023-08-25
502,859,15,2021-09-10
503,226,17,2021-05-07
504,568,4,2020-01-22
505,760,16,2053-06-15
506,832,5,2023-04-01
507,493,13,2022-12-12
508,682,9,2020-03-03
509,860,3,2022-04-11
510,803,3,2021-10-12
511,757,13,2023-07-31
512,362,8,2020-01-11
513,484,19,2021-11-15
514,398,2,2020-12-05
515,536,14,2023-09-18
516,951,10,2021-07-04
517,603,7,2021-02-24
518,898,20,2021-04-26
519,458,12,2020-07-23
520,809,12,2020-05-11
521,522,12,2022-08-10
522,449,7,2056-05-14
523,174,18,2021-01-25
524,779,14,2022-08-03
525,203,2,2023-02-13
526,194,8,2020-01-29
527,363,2,2022-07-15
528,76,5,2020-03-31
529,75,9,2023-11-04
530,645,1,2021-04-23
531,319,5,2020-01-09
532,574,6,2022-06-08
533,200,5,2021-10-31
534,835,17,2020-11-29
535,846,18,2053-02-25
536,952,1,2022-11-05
537,77,6,2023-08-31
538,505,16,2020-12-19
539,704,17,2020-06-29
540,407,18,2023-03-19
541,652,12,2021-05-13
542,516,20,2021-12-27
543,591,11,2022-12-26
544,858,10,2021-07-17
545,668,18,2020-05-03
546,823,3,2022-07-09
547,583,19,2021-08-01
548,505,15,2023-08-08
549,372,12,2021-05-13
550,820,9,2021-05-12
551,426,3,2023-05-28
552,553,20,2023-09-01
553,765,1,2023-07-21
554,135,16,2040-01-28
555,80,7,2023-01-11
556,938,13,2074-03-07
557,409,3,2022-05-04
558,55,1,2020-07-07
559,107,13,2021-09-26
560,326,14,2020-10-07
561,829,4,2021-04-15
562,447,18,2020-01-05
563,998,6,2023-11-13
564,345,8,2021-10-25
565,547,11,2022-08-16
566,478,5,2042-00-22
567,1,10,2021-12-18
568,803,20,2020-11-02
569,475,15,2020-08-27
570,634,18,2022-05-22
571,612,15,2022-04-29
572,538,9,2063-07-18
573,218,15,2020-01-18
574,213,9,2023-03-29
575,875,16,2020-02-20
576,54,17,2043-08-06
577,715,19,2022-12-01
578,556,16,2023-03-11
579,599,7,2021-12-30
580,562,3,2021-11-13
581,888,7,2021-04-04
582,259,10,2023-06-07
583,509,11,2021-11-21
584,376,14,2022-12-06
585,690,1,2023-10-25
586,875,12,2023-08-01
587,661,4,2022-12-03
588,380,3,2020-07-30
589,547,13,2020-04-28
590,160,10,2022-06-15
591,70,14,2021-08-21
592,792,7,2021-09-10
593,502,5,2022-01-27
594,542,13,2022-09-08
595,328,6,2071-10-14
596,247,15,2022-05-21
597,133,20,2022-01-01
598,959,2,2094-00-15
599,571,13,2023-05-07
600,182,8,2020-03-29
601,382,6,2023-10-01
602,896,7,2023-03-26
603,389,20,2020-01-11
604,451,9,2023-11-03
605,887,1,2022-01-04
606,279,10,2020-09-10
607,177,4,2020-11-26
608,109,6,2022-06-02
609,161,14,2022-10-30
610,95,10,2075-05-11
611,744,11,2021-02-21
612,791,20,2065-07-04
613,464,13,2023-12-03
614,515,11,2020-03-10
615,838,10,2023-01-11
616,417,3,2022-08-23
617,867,10,2020-08-20
618,978,14,2022-02-25
619,535,16,2022-09-10
620,224,10,2023-11-07
621,152,6,2059-04-25
622,388,12,2023-04-09
623,84,17,2020-01-27
624,881,17,2084-08-13
625,20,19,2020-11-05
626,258,7,2020-01-30
627,833,4,2021-05-07
628,7,15,2021-10-11
629,478,3,2078-08-19
630,126,16,2023-05-08
631,360,19,2023-10-18
632,948,13,2022-10-29
633,382,3,2022-05-29
634,38,7,2022-02-06
635,478,1,2022-08-28
636,245,19,2020-05-04
637,143,7,2020-08-20
638,73,12,2020-12-12
639,418,10,2023-10-31
640,918,18,2022-02-05
641,778,3,2022-07-19
642,240,5,2021-12-30
643,643,9,2021-08-08
644,440,12,2020-02-03
645,235,14,2022-02-06
646,381,14,2021-05-19
647,941,13,2021-05-09
648,461,2,2023-07-07
649,953,8,2023-02-02
650,815,6,2023-06-10
651,320,12,2020-01-15
652,219,12,2021-08-17
653,980,3,2023-03-06
654,157,8,2020-07-10
655,33,13,2023-07-01
656,71,5,2022-05-23
657,43,20,2020-02-02
658,32,11,2020-01-09
659,623,18,2022-12-30
660,237,12,2023-12-30
661,950,2,2022-11-06
662,793,2,2020-12-31
663,74,8,2022-03-12
664,484,10,2023-07-12
665,31,11,2022-04-09
666,27,4,2020-02-12
667,727,18,2020-03-19
668,356,1,2023-12-25
669,110,6,2022-01-15
670,33,16,2074-06-13
671,461,17,2023-11-15
672,692,3,2023-03-17
673,1000,16,2046-09-10
674,441,15,2021-07-01
675,680,1,2021-01-28
676,140,13,2023-03-04
677,573,12,2020-09-08
678,14,8,2020-07-18
679,842,4,2022-05-05
680,444,3,2022-11-26
681,717,17,2020-12-25
682,802,12,2023-02-22
683,932,2,2023-10-08
684,31,4,2021-05-10
685,782,7,2020-01-18
686,723,7,2020-10-10
687,47,18,2022-01-06
688,108,2,2022-01-13
689,55,14,2022-03-09
690,537,15,2023-12-11
691,756,17,2072-05-28
692,504,5,2023-11-24
693,142,11,2022-11-13
694,365,1,2023-09-24
695,967,18,2022-07-13
696,249,10,2022-03-06
697,448,14,2021-05-03
698,97,9,2023-03-21
699,602,6,2022-06-19
700,251,3,2022-07-05
701,804,18,2021-04-05
702,453,17,2022-06-26
703,756,15,2022-10-14
704,705,3,2023-06-02
705,763,7,2023-02-24
706,993,7,2022-03-28
707,757,9,2020-05-07
708,103,1,2021-11-12
709,403,19,2020-08-28
710,690,5,2023-08-20
711,633,20,2021-09-23
712,475,7,2020-08-13
713,67,9,2020-07-14
714,254,6,2020-04-25
715,468,14,2022-08-22
716,187,5,2023-12-28
717,645,17,2022-03-01
718,954,20,2021-11-12
719,988,2,2023-08-12
720,872,18,2020-06-12
721,20,10,2021-12-11
722,848,3,2021-01-06
723,457,19,2063-05-14
724,757,3,2022-07-12
725,650,2,2021-08-22
726,799,12,2022-06-05
727,642,12,2021-09-09
728,516,2,2022-03-10
729,337,16,2020-08-25
730,205,19,2022-01-14
731,508,16,2021-10-20
732,966,5,2022-08-01
733,330,11,2022-06-10
734,700,5,2023-01-01
735,920,16,2020-07-29
736,311,13,2023-04-25
737,275,20,2022-12-18
738,538,20,2023-08-26
739,119,20,2022-08-07
740,560,12,2022-03-19
741,307,5,2023-07-16
742,177,3,2022-10-30
743,478,11,2022-07-04
744,810,17,2021-06-10
745,754,11,2023-06-30
746,753,16,2020-05-25
747,997,15,2020-04-17
748,375,14,2063-01-22
749,433,12,2021-11-13
750,601,2,2023-07-14
751,42,11,2020-08-09
752,304,7,2022-03-19
753,691,9,2021-12-02
754,659,3,2020-02-09
755,132,14,2021-08-16
756,991,1,2021-06-08
757,560,15,2038-10-06
758,484,8,2022-12-20
759,299,9,2023-05-30
760,821,10,2021-09-19
761,143,1,2022-10-23
762,782,5,2021-06-24
763,965,18,2023-04-30
764,391,16,2021-11-17
765,960,9,2022-04-14
766,876,9,2020-02-23
767,57,5,2021-01-15
768,266,9,2049-01-07
769,363,5,2067-06-13
770,897,16,2020-04-26
771,311,15,2023-12-20
772,961,9,2023-10-25
773,201,18,2021-02-08
774,869,16,2023-05-25
775,397,12,2021-05-10
776,431,16,2020-04-10
777,238,11,2020-03-18
778,409,3,2022-02-08
779,424,14,2020-08-23
780,438,12,2022-05-15
781,495,20,2021-01-23
782,272,11,2022-11-18
783,207,15,2022-12-17
784,904,12,2020-11-03
785,669,2,2086-03-04
786,979,8,2020-08-18
787,168,16,2023-11-04
788,9,11,2022-02-26
789,65,8,2021-05-31
790,826,19,2023-01-26
791,768,18,2020-03-21
792,452,20,2020-09-19
793,371,20,2020-08-03
794,543,15,2020-06-13
795,810,18,2023-02-09
796,865,5,2022-03-13
797,638,17,2020-05-14
798,227,8,2022-08-27
799,493,1,2022-01-26
800,154,20,2020-07-15
801,233,11,2023-11-17
802,868,3,2020-05-21
803,930,14,2023-07-16
804,830,6,2023-10-31
805,603,9,2022-06-22
806,353,17,2023-06-26
807,744,11,2020-03-24
808,998,2,2020-12-14
809,542,9,2097-03-21
810,215,9,2022-06-08
811,800,8,2020-08-15
812,656,14,2022-01-11
813,884,6,2020-05-07
814,5,13,2021-01-01
815,34,20,2021-12-07
816,444,18,2022-07-23
817,299,11,2021-01-08
818,223,19,2022-06-02
819,43,11,2022-02-26
820,584,3,2023-12-10
821,591,11,2020-12-28
822,471,6,2022-07-31
823,872,14,2020-10-16
824,483,8,2021-01-18
825,540,3,2022-08-08
826,753,2,2023-03-02
827,383,17,2020-05-18
828,289,12,2020-10-15
829,212,20,2022-11-26
830,513,3,2023-04-08
831,893,4,2020-01-23
832,959,14,2020-04-24
833,439,4,2022-02-01
834,159,5,2083-00-17
835,572,10,2023-08-18
836,927,15,2068-03-15
837,121,14,2023-06-02
838,399,15,2022-12-06
839,434,10,2044-09-06
840,17,18,2022-10-25
841,387,17,2023-05-21
842,93,7,2022-03-01
843,843,12,2023-05-15
844,655,3,2021-06-04
845,15,5,2020-07-07
846,226,11,2064-09-08
847,789,6,2022-03-11
848,185,5,2020-02-17
849,424,4,2020-12-28
850,762,11,2022-07-04
851,140,7,2021-05-24
852,61,11,2020-05-14
853,671,18,2020-02-21
854,994,6,2020-12-28
855,813,3,2020-01-20
856,859,6,2023-05-12
857,363,6,2021-11-25
858,135,13,2022-01-11
859,529,6,2022-04-25
860,420,13,2021-02-25
861,270,7,2021-04-01
862,708,18,2022-05-15
863,612,12,2084-07-10
864,648,9,2022-06-02
865,52,19,2020-07-24
866,696,1,2021-09-19
867,398,20,2022-12-19
868,818,9,2023-12-01
869,520,14,2020-12-06
870,275,15,2078-01-23
871,566,11,2021-11-02
872,750,17,2022-02-21
873,629,15,2075-10-24
874,498,17,2021-07-15
875,562,19,2023-03-21
876,668,1,2020-01-25
877,467,6,2022-10-16
878,820,5,2023-02-03
879,232,6,2021-08-17
880,96,3,2022-01-30
881,728,5,2023-04-23
882,5,14,2036-03-11
883,357,12,2023-08-23
884,769,12,2022-10-28
885,580,20,2052-10-20
886,756,10,2023-12-25
887,317,11,2020-07-02
888,841,15,2039-02-13
889,64,8,2023-07-10
890,365,20,2023-03-10
891,675,14,2096-10-09
892,87,7,2021-11-29
893,904,10,2022-11-24
894,245,14,2020-10-02
895,963,11,2021-07-08
896,263,6,2021-01-04
897,613,2,2021-05-06
898,434,1,2020-06-25
899,829,6,2023-04-24
900,371,15,2022-04-23
901,840,7,2022-08-02
902,991,2,2021-11-29
903,283,1,2020-03-24
904,446,11,2100-06-06
905,84,3,2022-05-15
906,38,17,2074-06-15
907,924,5,2021-05-29
908,911,3,2020-05-15
909,916,11,2020-09-29
910,464,7,2023-05-26
911,721,5,2022-06-29
912,912,20,2022-07-27
913,119,12,2020-12-23
914,408,19,2022-06-03
915,105,13,2020-10-28
916,175,1,2020-04-17
917,449,8,2020-10-29
918,733,5,2022-07-29
919,591,1,2022-02-26
920,540,19,2021-03-22
921,7,15,2020-10-06
922,360,11,2020-02-29
923,466,16,2022-12-05
924,397,9,2022-01-10
925,400,3,2023-08-19
926,822,11,2022-04-22
927,740,4,2021-09-28
928,563,7,2088-07-25
929,518,6,2023-11-27
930,369,11,2021-05-23
931,795,17,2020-07-21
932,94,11,2022-06-09
933,847,2,2090-00-06
934,317,10,2022-04-08
935,331,4,2023-02-25
936,893,6,2020-09-29
937,890,9,2022-06-14
938,239,6,2023-12-24
939,483,10,2022-03-25
940,911,12,2020-04-27
941,512,2,2023-08-17
942,441,9,2022-04-27
943,66,15,2021-10-18
944,274,19,2021-12-30
945,139,9,2020-12-09
946,766,11,2022-12-05
947,584,12,2021-07-23
948,452,1,2021-11-13
949,400,8,2020-05-01
950,584,19,2087-04-27
951,443,20,2020-09-06
952,88,2,2021-05-25
953,22,9,2022-10-30
954,34,9,2020-06-02
955,225,3,2020-12-15
956,940,7,2023-07-18
957,302,19,2023-02-12
958,490,5,2023-08-09
959,191,18,2022-01-20
960,564,16,2023-01-01
961,864,20,2023-03-24
962,549,17,2023-06-07
963,852,17,2095-02-15
964,808,12,2023-01-14
965,531,7,2033-04-26
966,706,16,2023-09-22
967,814,7,2020-09-09
968,725,9,2020-11-13
969,844,1,2023-04-06
970,21,3,2023-03-21
971,751,9,2020-10-24
972,174,18,2021-10-09
973,741,9,2021-10-05
974,418,1,2023-12-07
975,828,6,2022-12-23
976,488,4,2020-08-10
977,651,6,2022-12-21
978,236,18,2037-10-11
979,50,6,2022-06-13
980,575,9,2021-01-18
981,605,9,2042-06-19
982,502,20,2023-02-17
983,822,12,2099-00-26
984,805,14,2068-02-06
985,862,13,2022-12-06
986,698,6,2022-03-18
987,872,5,2021-08-05
988,523,12,2023-11-08
989,915,13,2023-04-21
990,710,10,2097-08-15
991,703,7,2023-08-28
992,13,1,2022-02-07
993,172,6,2022-12-09
994,511,7,2020-04-08
995,235,2,2020-06-11
996,616,17,2021-11-22
997,726,2,2033-08-09
998,59,18,2021-07-17
999,981,18,2100-01-18
1000,349,14,2023-12-30
1001,210,1,2021-12-05
1002,831,5,2023-10-20
1003,236,13,2061-04-22
1004,610,10,2020-06-21
1005,138,5,2021-11-29
1006,570,13,2020-01-11
1007,401,12,2022-04-03
1008,564,8,2020-01-02
1009,44,16,2022-06-26
1010,660,15,2020-11-20
1011,624,6,2020-06-22
1012,591,13,2022-10-26
1013,519,18,2023-12-24
1014,761,8,2020-12-28
1015,562,8,2023-01-03
1016,163,12,2021-08-12
1017,917,10,2022-02-26
1018,301,7,2023-07-24
1019,171,2,2022-07-27
1020,926,12,2044-00-03
1021,455,11,2022-03-12
1022,198,3,2021-06-12
1023,173,9,2021-10-13
1024,22,2,2020-01-16
1025,447,1,2023-01-28
1026,446,4,2022-03-13
1027,349,12,2023-09-01
1028,762,3,2020-01-11
1029,1,9,2021-08-19
1030,949,10,2020-05-19
1031,85,17,2020-04-14
1032,620,10,2054-02-11
1033,173,8,2020-03-29
1034,529,14,2020-03-13
1035,980,5,2022-03-21
1036,339,14,2021-01-16
1037,129,7,2021-06-22
1038,862,10,2022-07-01
1039,831,6,2021-11-18
1040,566,1,2022-09-04
1041,809,7,2023-08-03
1042,525,10,2023-09-30
1043,29,2,2023-02-19
1044,253,3,2020-06-28
1045,857,10,2023-12-09
1046,825,10,2022-07-31
1047,646,2,2022-10-20
1048,360,8,2053-06-08
1049,257,8,2023-05-11
1050,852,12,2023-09-28
1051,195,2,2022-08-17
1052,102,7,2085-01-10
1053,337,16,2072-05-24
1054,443,11,2022-07-19
1055,321,17,2036-10-28
1056,208,17,2075-02-20
1057,978,20,2021-03-24
1058,604,6,2021-02-16
1059,151,9,2022-03-27
1060,279,17,2022-10-16
1061,805,4,2022-02-26
1062,345,11,2020-07-17
1063,74,8,2020-11-27
1064,760,15,2020-01-13
1065,15,8,2023-01-02
1066,327,14,2021-08-18
1067,361,5,2023-12-08
1068,66,18,2022-02-23
