item_id,transaction_id,product_id,quantity,unit_price,discount,tax
99,3397,229,2,319.14,31.91,15.96
100,30806,47,13,377.6,37.76,18.88
101,76,321,5,0.0,0.0,0.0
102,12552,86,25,172.85,17.29,8.64
103,38320,306,66,420.07,42.01,21.0
104,14794,116,59,39.14,3.91,1.96
105,40505,50,1,443.38,44.34,22.17
106,23587,65,84,222.5,22.25,11.12
107,32330,341,17,139.41,13.94,6.97
108,16240,370,88,0.0,0.0,0.0
109,15806,152,59,338.46,33.85,16.92
110,37399,289,0,199.75,19.98,9.99
111,17807,408,12,380.01,38.0,19.0
112,23194,411,57,223.51,22.35,11.18
113,31856,474,35,459.73,45.97,22.99
114,17282,402,2,113.73,11.37,5.69
115,30515,57,84,124.43,12.44,6.22
116,28754,281,49,0.0,0.0,0.0
117,31262,449,1,478.76,47.88,23.94
118,47693,194,0,324.4,32.44,16.22
119,32801,259,29,0.0,0.0,0.0
120,1519,338,34,338.94,33.89,16.95
121,16346,498,64,85.45,8.54,4.27
122,14958,339,86,224.96,22.5,11.25
123,49407,219,21,126.15,12.62,6.31
124,48408,45,1,477.51,47.75,23.88
125,5661,54,31,135.76,13.58,6.79
126,46450,109,45,388.7,38.87,19.44
127,10092,172,21,196.12,19.61,9.81
128,20085,323,25,461.82,46.18,23.09
129,19636,45,70,477.51,47.75,23.88
130,39024,29,6,354.43,35.44,17.72
131,42795,198,63,166.31,16.63,8.32
132,46644,434,91,179.4,17.94,8.97
133,4208,149,13,15.02,1.5,0.75
134,29561,87,14,216.59,21.66,10.83
135,36815,484,1,253.98,25.4,12.7
136,34586,370,2,0.0,0.0,0.0
137,2641,293,2,232.61,23.26,11.63
138,29168,341,90,139.41,13.94,6.97
139,19817,355,16,102.18,10.22,5.11
140,22093,401,56,107.24,10.72,5.36
141,36233,206,2,234.37,23.44,11.72
142,34003,276,59,189.03,18.9,9.45
143,42393,84,75,157.02,15.7,7.85
144,22511,349,87,452.82,45.28,22.64
145,5963,405,26,470.78,47.08,23.54
146,48282,384,99,406.03,40.6,20.3
147,7431,236,7,10.94,1.09,0.55
148,32420,170,13,132.13,13.21,6.61
149,11811,263,59,241.33,24.13,12.07
150,43905,277,88,398.95,39.9,19.95
151,25027,367,20,19.26,1.93,0.96
152,15344,35,30,478.66,47.87,23.93
153,37223,153,8,275.19,27.52,13.76
154,27307,119,57,21.42,2.14,1.07
155,16856,473,95,199.43,19.94,9.97
156,375,262,46,108.28,10.83,5.41
157,14105,486,17,0.0,0.0,0.0
158,27622,207,30,0.0,0.0,0.0
159,13592,313,84,494.49,49.45,24.72
160,25647,138,82,36.42,3.64,1.82
161,17411,397,68,353.71,35.37,17.69
162,11960,328,1,457.85,45.79,22.89
163,18611,89,52,266.31,26.63,13.32
164,39226,160,0,112.78,11.28,5.64
165,49814,185,2,47.92,4.79,2.4
166,35967,156,73,273.08,27.31,13.65
167,48433,130,65,194.01,19.4,9.7
168,24381,260,1,0.0,0.0,0.0
169,31743,439,98,373.02,37.3,18.65
170,48426,91,23,109.49,10.95,5.47
171,26297,491,89,337.96,33.8,16.9
172,44615,392,39,228.92,22.89,11.45
173,9875,111,1,442.07,44.21,22.1
174,29913,304,0,121.32,12.13,6.07
175,18830,181,70,35.08,3.51,1.75
176,3457,319,2,0.0,0.0,0.0
177,34479,421,24,377.37,37.74,18.87
178,31729,217,57,367.96,36.8,18.4
179,33219,356,13,254.15,25.42,12.71
180,32919,6,0,444.62,44.46,22.23
181,4012,354,2,62.91,6.29,3.15
182,37815,111,0,442.07,44.21,22.1
183,42730,178,0,293.19,29.32,14.66
184,35575,210,81,304.74,30.47,15.24
185,3466,232,48,92.9,9.29,4.65
186,2263,160,84,112.78,11.28,5.64
187,33301,225,5,67.99,6.8,3.4
188,45596,250,55,219.72,21.97,10.99
189,12755,97,1,428.37,42.84,21.42
190,43370,1,1,143.2,14.32,7.16
191,10550,181,9,35.08,3.51,1.75
192,35171,273,1,0.0,0.0,0.0
193,25659,75,49,346.88,34.69,17.34
194,8314,403,94,18.93,1.89,0.95
195,24335,71,2,53.51,5.35,2.68
196,30408,137,54,314.89,31.49,15.74
197,30531,387,62,253.59,25.36,12.68
198,15599,124,1,54.19,5.42,2.71
199,18119,354,0,62.91,6.29,3.15
200,38810,46,31,286.66,28.67,14.33
201,12414,12,85,0.0,0.0,0.0
202,36018,469,14,235.97,23.6,11.8
203,9186,226,1,81.04,8.1,4.05
204,26259,346,7,172.21,17.22,8.61
205,34678,239,2,408.25,40.83,20.41
206,11950,131,19,137.79,13.78,6.89
207,39686,323,31,461.82,46.18,23.09
208,38643,343,2,365.09,36.51,18.25
209,3569,432,57,78.64,7.86,3.93
210,1559,43,79,232.62,23.26,11.63
211,22401,98,53,226.79,22.68,11.34
212,31021,78,1,192.7,19.27,9.63
213,10026,26,84,184.78,18.48,9.24
214,22432,269,0,0.0,0.0,0.0
215,37025,410,95,180.51,18.05,9.03
216,1760,471,15,474.24,47.42,23.71
217,46866,323,49,461.82,46.18,23.09
218,14590,458,89,437.66,43.77,21.88
219,27571,335,31,189.58,18.96,9.48
220,7929,212,50,385.44,38.54,19.27
221,31064,277,94,398.95,39.9,19.95
222,38076,368,73,214.53,21.45,10.73
223,14036,265,0,428.47,42.85,21.42
224,4863,316,100,312.78,31.28,15.64
225,45516,358,1,205.64,20.56,10.28
226,40049,219,55,126.15,12.62,6.31
227,1919,30,68,338.53,33.85,16.93
228,35635,117,2,173.93,17.39,8.7
229,13054,269,38,0.0,0.0,0.0
230,20114,452,13,440.74,44.07,22.04
231,31923,340,2,178.02,17.8,8.9
232,16340,17,62,421.43,42.14,21.07
233,26150,97,1,428.37,42.84,21.42
234,13119,267,97,316.31,31.63,15.82
235,13666,485,38,99.81,9.98,4.99
236,212,97,23,428.37,42.84,21.42
237,9321,233,2,214.07,21.41,10.7
238,30539,79,100,386.18,38.62,19.31
239,18225,29,20,354.43,35.44,17.72
240,40272,319,2,0.0,0.0,0.0
241,6566,22,64,266.89,26.69,13.34
242,44237,296,2,425.79,42.58,21.29
243,26006,22,60,266.89,26.69,13.34
244,41548,306,25,420.07,42.01,21.0
245,49124,393,77,221.81,22.18,11.09
246,36531,487,65,293.72,29.37,14.69
247,48429,340,81,178.02,17.8,8.9
248,4195,253,87,0.0,0.0,0.0
249,23756,388,65,368.4,36.84,18.42
250,47259,181,7,35.08,3.51,1.75
251,19952,137,39,314.89,31.49,15.74
252,27555,56,2,309.32,30.93,15.47
253,24797,184,54,50.71,5.07,2.54
254,18809,387,29,253.59,25.36,12.68
255,28510,2,37,163.47,16.35,8.17
256,14593,277,92,398.95,39.9,19.95
257,1005,329,2,243.9,24.39,12.2
258,1709,98,2,226.79,22.68,11.34
259,43320,373,0,52.53,5.25,2.63
260,663,292,1,9.63,0.96,0.48
261,44366,323,15,461.82,46.18,23.09
262,28771,314,81,43.55,4.35,2.18
263,4061,331,64,401.4,40.14,20.07
264,37651,200,13,188.49,18.85,9.42
265,6136,96,5,21.92,2.19,1.1
266,31530,354,0,62.91,6.29,3.15
267,45136,263,79,241.33,24.13,12.07
268,27113,482,40,187.21,18.72,9.36
269,4416,266,1,272.9,27.29,13.64
270,43885,151,96,237.42,23.74,11.87
271,37727,311,31,76.57,7.66,3.83
272,15956,370,0,0.0,0.0,0.0
273,42391,37,2,416.79,41.68,20.84
274,10114,226,2,81.04,8.1,4.05
275,4058,126,72,264.06,26.41,13.2
276,35060,16,32,271.65,27.16,13.58
277,7203,430,1,434.22,43.42,21.71
278,21675,412,39,400.64,40.06,20.03
279,22887,374,58,76.21,7.62,3.81
280,615,87,0,216.59,21.66,10.83
281,40038,116,99,39.14,3.91,1.96
282,17359,261,6,7.13,0.71,0.36
283,13939,198,40,166.31,16.63,8.32
284,26216,6,2,444.62,44.46,22.23
285,16855,221,49,175.45,17.54,8.77
286,6669,327,21,429.84,42.98,21.49
287,13581,453,91,0.0,0.0,0.0
288,19765,496,0,351.44,35.14,17.57
289,48737,3,12,444.53,44.45,22.23
290,12374,1,0,143.2,14.32,7.16
291,45192,470,0,142.66,14.27,7.13
292,22077,151,28,237.42,23.74,11.87
293,20048,277,7,398.95,39.9,19.95
294,41777,325,3,233.06,23.31,11.65
295,47914,225,29,67.99,6.8,3.4
296,5005,269,38,0.0,0.0,0.0
297,19716,403,38,18.93,1.89,0.95
298,26619,490,83,0.0,0.0,0.0
299,44168,164,40,106.98,10.7,5.35
300,48407,65,99,222.5,22.25,11.12
301,40388,68,72,379.94,37.99,19.0
302,22769,340,1,178.02,17.8,8.9
303,20958,421,14,377.37,37.74,18.87
304,25982,57,22,124.43,12.44,6.22
305,3918,310,40,41.19,4.12,2.06
306,37403,186,37,0.0,0.0,0.0
307,30434,122,57,338.56,33.86,16.93
308,2866,68,62,379.94,37.99,19.0
309,39144,244,1,33.83,3.38,1.69
310,40808,499,1,172.29,17.23,8.61
311,23448,123,17,425.14,42.51,21.26
312,33569,169,1,216.9,21.69,10.85
313,1091,8,0,194.8,19.48,9.74
314,30559,61,2,386.74,38.67,19.34
315,949,495,67,51.96,5.2,2.6
316,16449,407,59,388.49,38.85,19.42
317,39240,240,1,23.76,2.38,1.19
318,21326,362,57,232.46,23.25,11.62
319,48154,486,1,0.0,0.0,0.0
320,23042,415,44,70.81,7.08,3.54
321,24386,88,36,102.61,10.26,5.13
322,5202,492,64,81.08,8.11,4.05
323,29023,342,27,313.26,31.33,15.66
324,44729,73,20,74.72,7.47,3.74
325,8698,245,1,237.68,23.77,11.88
326,44253,310,46,41.19,4.12,2.06
327,31566,385,65,151.94,15.19,7.6
328,11224,383,70,272.47,27.25,13.62
329,43432,19,2,374.97,37.5,18.75
330,19062,331,61,401.4,40.14,20.07
331,40,469,82,235.97,23.6,11.8
332,1631,425,8,160.75,16.07,8.04
333,45823,126,59,264.06,26.41,13.2
334,1976,209,12,383.42,38.34,19.17
335,35243,315,70,456.51,45.65,22.83
336,19362,42,44,242.37,24.24,12.12
337,41507,252,0,308.08,30.81,15.4
338,42175,23,37,296.03,29.6,14.8
339,2027,66,16,0.0,0.0,0.0
340,8599,229,19,319.14,31.91,15.96
341,28917,161,32,162.6,16.26,8.13
342,14525,299,67,318.86,31.89,15.94
343,10416,456,1,184.25,18.43,9.21
344,40884,269,0,0.0,0.0,0.0
345,23109,52,4,371.34,37.13,18.57
346,26209,129,1,48.79,4.88,2.44
347,21151,308,63,115.26,11.53,5.76
348,14143,158,34,133.74,13.37,6.69
349,20875,219,9,126.15,12.62,6.31
350,16155,488,42,460.72,46.07,23.04
351,29759,435,91,301.51,30.15,15.08
352,37779,348,56,0.0,0.0,0.0
353,46719,478,14,222.37,22.24,11.12
354,441,493,26,212.01,21.2,10.6
355,28005,383,74,272.47,27.25,13.62
356,27468,62,95,198.3,19.83,9.92
357,10394,337,99,283.19,28.32,14.16
358,2492,67,31,379.47,37.95,18.97
359,18111,95,83,56.87,5.69,2.84
360,28350,91,59,109.49,10.95,5.47
361,36275,425,96,160.75,16.07,8.04
362,3463,101,0,287.84,28.78,14.39
363,8185,92,1,376.18,37.62,18.81
364,13322,113,23,252.14,25.21,12.61
365,24492,294,8,196.28,19.63,9.81
366,46478,364,55,83.58,8.36,4.18
367,35137,14,30,352.49,35.25,17.62
368,36649,192,2,165.74,16.57,8.29
369,39340,365,34,119.26,11.93,5.96
370,20065,124,1,54.19,5.42,2.71
371,9483,439,19,373.02,37.3,18.65
372,12461,322,78,416.19,41.62,20.81
373,34116,462,0,408.7,40.87,20.44
374,21489,361,32,156.28,15.63,7.81
375,28232,143,71,358.83,35.88,17.94
376,25957,492,57,81.08,8.11,4.05
377,34195,211,51,199.25,19.93,9.96
378,35565,228,8,40.66,4.07,2.03
379,45229,253,41,0.0,0.0,0.0
380,32053,244,83,33.83,3.38,1.69
381,17288,370,1,0.0,0.0,0.0
382,8371,250,95,219.72,21.97,10.99
383,26875,472,0,0.0,0.0,0.0
384,15664,217,44,367.96,36.8,18.4
385,41297,457,0,459.15,45.91,22.96
386,7410,113,81,252.14,25.21,12.61
387,22858,46,3,286.66,28.67,14.33
388,26536,232,77,92.9,9.29,4.65
389,45442,355,93,102.18,10.22,5.11
390,14160,38,94,141.06,14.11,7.05
391,28051,155,54,450.44,45.04,22.52
392,49317,225,0,67.99,6.8,3.4
393,37099,136,88,373.96,37.4,18.7
394,12011,258,63,101.97,10.2,5.1
395,9886,439,91,373.02,37.3,18.65
396,49833,221,98,175.45,17.54,8.77
397,27249,414,2,254.15,25.42,12.71
398,6559,266,2,272.9,27.29,13.64
399,31301,269,0,0.0,0.0,0.0
400,14782,72,62,0.0,0.0,0.0
401,42697,324,45,184.93,18.49,9.25
402,28559,340,0,178.02,17.8,8.9
403,11557,469,14,235.97,23.6,11.8
404,521,435,7,301.51,30.15,15.08
405,18617,40,68,366.8,36.68,18.34
406,19160,481,36,19.69,1.97,0.98
407,37727,374,90,76.21,7.62,3.81
408,39448,203,2,489.72,48.97,24.49
409,23513,229,30,319.14,31.91,15.96
410,27472,261,2,7.13,0.71,0.36
411,35152,378,86,146.2,14.62,7.31
412,27649,329,11,243.9,24.39,12.2
413,26880,243,81,442.31,44.23,22.12
414,26201,286,2,0.0,0.0,0.0
415,33557,58,0,12.26,1.23,0.61
416,15144,146,65,309.57,30.96,15.48
417,5544,74,2,236.87,23.69,11.84
418,19078,268,0,117.73,11.77,5.89
419,2980,240,24,23.76,2.38,1.19
420,46798,374,82,76.21,7.62,3.81
421,15387,119,39,21.42,2.14,1.07
422,49637,327,29,429.84,42.98,21.49
423,13867,488,88,460.72,46.07,23.04
424,12525,490,94,0.0,0.0,0.0
425,13889,475,62,404.75,40.48,20.24
426,21504,285,86,295.69,29.57,14.78
427,25383,275,65,41.19,4.12,2.06
428,19572,152,76,338.46,33.85,16.92
429,30544,171,33,219.25,21.93,10.96
430,8134,135,15,0.0,0.0,0.0
431,27221,10,0,156.37,15.64,7.82
432,32233,381,35,0.0,0.0,0.0
433,49564,290,82,206.64,20.66,10.33
434,32945,373,0,52.53,5.25,2.63
435,44556,83,50,138.61,13.86,6.93
436,17187,7,52,281.28,28.13,14.06
437,228,252,1,308.08,30.81,15.4
438,36113,293,1,232.61,23.26,11.63
439,46128,334,1,0.0,0.0,0.0
440,49490,102,98,172.73,17.27,8.64
441,47285,367,69,19.26,1.93,0.96
442,20387,433,57,312.62,31.26,15.63
443,20682,162,1,0.0,0.0,0.0
444,47791,140,39,0.0,0.0,0.0
445,33444,213,51,0.0,0.0,0.0
446,27055,423,4,133.94,13.39,6.7
447,23638,9,60,124.33,12.43,6.22
448,25325,239,0,408.25,40.83,20.41
449,43849,183,66,257.64,25.76,12.88
450,47307,113,89,252.14,25.21,12.61
451,45671,436,86,302.86,30.29,15.14
452,49851,79,43,386.18,38.62,19.31
453,32453,182,18,69.58,6.96,3.48
454,36897,103,82,449.22,44.92,22.46
455,3022,405,30,470.78,47.08,23.54
456,48817,143,97,358.83,35.88,17.94
457,46618,112,1,63.08,6.31,3.15
458,1477,349,55,452.82,45.28,22.64
459,11240,430,2,434.22,43.42,21.71
460,45906,260,0,0.0,0.0,0.0
461,41416,224,2,315.85,31.59,15.79
462,18438,207,75,0.0,0.0,0.0
463,28667,445,36,84.23,8.42,4.21
464,26648,319,2,0.0,0.0,0.0
465,10955,400,84,439.34,43.93,21.97
466,3384,5,32,348.67,34.87,17.43
467,10957,243,1,442.31,44.23,22.12
468,7449,229,4,319.14,31.91,15.96
469,47709,285,2,295.69,29.57,14.78
470,49565,323,47,461.82,46.18,23.09
471,6003,153,25,275.19,27.52,13.76
472,20634,316,21,312.78,31.28,15.64
473,8601,483,52,203.76,20.38,10.19
474,118,489,0,475.57,47.56,23.78
475,2428,117,2,173.93,17.39,8.7
476,10082,275,1,41.19,4.12,2.06
477,19120,497,2,213.97,21.4,10.7
478,28408,69,3,478.92,47.89,23.95
479,8584,222,0,316.46,31.65,15.82
480,30644,472,7,0.0,0.0,0.0
481,16709,186,3,0.0,0.0,0.0
482,35878,252,97,308.08,30.81,15.4
483,759,386,4,160.62,16.06,8.03
484,23724,246,99,308.48,30.85,15.42
485,8959,492,87,81.08,8.11,4.05
486,13012,183,15,257.64,25.76,12.88
487,18158,85,20,0.0,0.0,0.0
488,44240,68,15,379.94,37.99,19.0
489,25914,107,16,283.0,28.3,14.15
490,36294,99,97,390.45,39.05,19.52
491,3431,180,6,123.93,12.39,6.2
492,37361,473,54,199.43,19.94,9.97
493,22533,28,0,371.76,37.18,18.59
494,28598,347,97,160.73,16.07,8.04
495,47928,457,2,459.15,45.91,22.96
496,39139,67,71,379.47,37.95,18.97
497,25625,303,0,459.07,45.91,22.95
498,45895,29,12,354.43,35.44,17.72
499,29379,17,12,421.43,42.14,21.07
500,37975,429,2,368.59,36.86,18.43
501,6063,363,33,402.7,40.27,20.14
502,33493,35,94,478.66,47.87,23.93
503,22521,75,90,346.88,34.69,17.34
504,41852,52,50,371.34,37.13,18.57
505,42890,199,52,41.56,4.16,2.08
506,7850,206,20,234.37,23.44,11.72
507,23550,314,64,43.55,4.35,2.18
508,32468,248,19,431.65,43.16,21.58
509,5637,192,2,165.74,16.57,8.29
510,12871,175,1,190.55,19.06,9.53
511,43011,261,2,7.13,0.71,0.36
512,523,161,2,162.6,16.26,8.13
513,18257,125,0,66.95,6.7,3.35
514,364,184,14,50.71,5.07,2.54
515,18015,175,2,190.55,19.06,9.53
516,935,235,64,0.0,0.0,0.0
517,142,228,2,40.66,4.07,2.03
518,25907,99,90,390.45,39.05,19.52
519,3086,343,1,365.09,36.51,18.25
520,19488,421,2,377.37,37.74,18.87
521,25425,96,19,21.92,2.19,1.1
522,13134,469,25,235.97,23.6,11.8
523,15438,89,68,266.31,26.63,13.32
524,19638,474,71,459.73,45.97,22.99
525,33253,274,22,82.56,8.26,4.13
526,49876,169,0,216.9,21.69,10.85
527,39086,49,1,285.64,28.56,14.28
528,30713,97,2,428.37,42.84,21.42
529,27269,24,91,64.35,6.43,3.22
530,2979,390,55,266.7,26.67,13.34
531,31139,212,23,385.44,38.54,19.27
532,11652,282,0,137.34,13.73,6.87
533,15785,183,2,257.64,25.76,12.88
534,44142,102,10,172.73,17.27,8.64
535,1568,140,46,0.0,0.0,0.0
536,1028,500,88,31.07,3.11,1.55
537,48284,135,0,0.0,0.0,0.0
538,28775,155,41,450.44,45.04,22.52
539,13815,132,12,65.92,6.59,3.3
540,46070,327,97,429.84,42.98,21.49
541,38087,451,1,0.0,0.0,0.0
542,48597,430,2,434.22,43.42,21.71
543,38916,53,11,0.0,0.0,0.0
544,25573,426,32,379.77,37.98,18.99
545,35490,12,96,0.0,0.0,0.0
546,25519,45,54,477.51,47.75,23.88
547,175,240,0,23.76,2.38,1.19
548,20253,74,0,236.87,23.69,11.84
549,3483,255,19,147.12,14.71,7.36
550,16201,129,55,48.79,4.88,2.44
551,33328,371,42,444.27,44.43,22.21
552,6151,5,64,348.67,34.87,17.43
553,17428,388,52,368.4,36.84,18.42
554,17864,8,0,194.8,19.48,9.74
555,43426,185,2,47.92,4.79,2.4
556,31481,45,2,477.51,47.75,23.88
557,6371,80,56,395.91,39.59,19.8
558,46374,432,61,78.64,7.86,3.93
559,32647,28,1,371.76,37.18,18.59
560,12801,2,12,163.47,16.35,8.17
561,44571,332,1,132.72,13.27,6.64
562,21094,103,80,449.22,44.92,22.46
563,30987,433,14,312.62,31.26,15.63
564,14594,185,15,47.92,4.79,2.4
565,20150,101,0,287.84,28.78,14.39
566,14760,61,0,386.74,38.67,19.34
567,25379,84,85,157.02,15.7,7.85
568,35410,71,43,53.51,5.35,2.68
569,7924,164,27,106.98,10.7,5.35
570,37445,410,1,180.51,18.05,9.03
571,7058,332,2,132.72,13.27,6.64
572,43792,256,98,139.48,13.95,6.97
573,43012,375,77,55.43,5.54,2.77
574,10119,466,73,368.73,36.87,18.44
575,35211,337,68,283.19,28.32,14.16
576,31646,196,2,97.77,9.78,4.89
577,5860,66,95,0.0,0.0,0.0
578,14907,38,0,141.06,14.11,7.05
579,49889,416,53,480.59,48.06,24.03
580,5292,101,0,287.84,28.78,14.39
581,44818,9,11,124.33,12.43,6.22
582,21305,170,53,132.13,13.21,6.61
583,9115,86,47,172.85,17.29,8.64
584,38678,283,1,488.59,48.86,24.43
585,42546,458,0,437.66,43.77,21.88
586,46995,367,89,19.26,1.93,0.96
587,35033,151,33,237.42,23.74,11.87
588,38443,210,56,304.74,30.47,15.24
589,23162,447,44,59.54,5.95,2.98
590,30687,95,29,56.87,5.69,2.84
591,32055,476,78,371.22,37.12,18.56
592,24392,293,1,232.61,23.26,11.63
593,12513,67,81,379.47,37.95,18.97
594,1278,453,1,0.0,0.0,0.0
595,43282,249,88,295.57,29.56,14.78
596,3286,294,61,196.28,19.63,9.81
597,197,92,1,376.18,37.62,18.81
598,13423,26,58,184.78,18.48,9.24
599,45661,211,68,199.25,19.93,9.96
600,25315,92,2,376.18,37.62,18.81
601,8919,477,39,287.55,28.76,14.38
602,27136,303,0,459.07,45.91,22.95
603,25111,39,0,0.0,0.0,0.0
604,43020,202,30,499.02,49.9,24.95
605,39184,187,63,292.83,29.28,14.64
606,15087,218,75,339.79,33.98,16.99
607,24079,225,2,67.99,6.8,3.4
608,16349,203,1,489.72,48.97,24.49
609,41850,27,78,374.08,37.41,18.7
610,4974,259,11,0.0,0.0,0.0
611,35479,359,2,320.71,32.07,16.04
612,7552,183,1,257.64,25.76,12.88
613,47861,187,21,292.83,29.28,14.64
614,47196,161,1,162.6,16.26,8.13
615,34295,90,40,385.55,38.56,19.28
616,26527,456,50,184.25,18.43,9.21
617,48256,427,97,331.75,33.18,16.59
618,25480,92,5,376.18,37.62,18.81
619,24253,196,35,97.77,9.78,4.89
620,30781,243,2,442.31,44.23,22.12
621,42994,97,0,428.37,42.84,21.42
622,5791,39,21,0.0,0.0,0.0
623,30273,255,33,147.12,14.71,7.36
624,33340,255,95,147.12,14.71,7.36
625,25761,109,79,388.7,38.87,19.44
626,41549,379,51,75.06,7.51,3.75
627,49201,155,9,450.44,45.04,22.52
628,3762,194,0,324.4,32.44,16.22
629,5292,132,2,65.92,6.59,3.3
630,49885,190,2,323.58,32.36,16.18
631,15126,279,0,29.11,2.91,1.46
632,29057,292,44,9.63,0.96,0.48
633,29424,143,36,358.83,35.88,17.94
634,28241,400,0,439.34,43.93,21.97
635,3089,196,0,97.77,9.78,4.89
636,42326,65,82,222.5,22.25,11.12
637,9646,119,86,21.42,2.14,1.07
638,17974,423,36,133.94,13.39,6.7
639,40602,153,68,275.19,27.52,13.76
640,6047,246,48,308.48,30.85,15.42
641,6251,46,19,286.66,28.67,14.33
642,12308,50,2,443.38,44.34,22.17
643,23869,303,88,459.07,45.91,22.95
644,43482,421,87,377.37,37.74,18.87
645,18635,170,7,132.13,13.21,6.61
646,12984,105,0,0.0,0.0,0.0
647,41975,121,42,385.16,38.52,19.26
648,37229,461,98,352.99,35.3,17.65
649,1322,211,25,199.25,19.93,9.96
650,9938,6,1,444.62,44.46,22.23
651,46030,388,25,368.4,36.84,18.42
652,10096,300,0,0.0,0.0,0.0
653,44955,229,0,319.14,31.91,15.96
654,36071,186,89,0.0,0.0,0.0
655,35841,452,70,440.74,44.07,22.04
656,44908,83,52,138.61,13.86,6.93
657,39786,34,2,14.78,1.48,0.74
658,21474,27,48,374.08,37.41,18.7
659,27554,282,2,137.34,13.73,6.87
660,5095,401,39,107.24,10.72,5.36
661,37379,255,75,147.12,14.71,7.36
662,20045,4,99,150.76,15.08,7.54
663,21351,382,2,265.56,26.56,13.28
664,10147,335,67,189.58,18.96,9.48
665,29027,143,60,358.83,35.88,17.94
